CLAS physics database search results
Measurement E28M22
g11
M. Battaglieri
2009

-t variable	M(pi+,pi-)	Y_22	Data errors
0.45	1.015	0.5482	0.2671
0.45	1.025	0.4832	0.3021
0.45	1.035	0.5769	0.2533
0.45	1.045	0.6457	0.2518
0.45	1.055	0.6068	0.2695
0.45	1.065	0.4815	0.2204
0.45	1.075	0.4615	0.1608
0.45	1.085	0.442	0.1853
0.45	1.095	0.5221	0.1728
0.45	1.105	0.4569	0.1969
0.45	1.115	0.4468	0.1272
0.45	1.125	0.4253	0.1043
0.45	1.135	0.4241	0.1254
0.45	1.145	0.4066	0.1387
0.45	1.155	0.4454	0.1136
0.45	1.165	0.5809	0.1754
0.45	1.175	0.4338	0.1154
0.45	1.185	0.5769	0.2198
0.45	1.195	0.286	0.1342
0.45	1.205	0.371	0.1092
0.45	1.215	0.3203	0.121
0.45	1.225	0.5162	0.188
0.45	1.235	0.4391	0.1145
0.45	1.245	0.5136	0.1632
0.45	1.255	0.5153	0.1706
0.45	1.265	0.4033	0.1152
0.45	1.275	0.5229	0.1167
0.45	1.285	0.5314	0.1837
0.45	1.295	0.5385	0.1478
0.45	1.305	0.4408	0.09523
0.45	1.315	0.5081	0.1449
0.45	1.325	0.2557	0.1466
0.45	1.335	0.3758	0.08293
0.45	1.345	0.352	0.1111
0.45	1.355	0.4375	0.1067
0.45	1.365	0.4592	0.1156
0.45	1.375	0.3995	0.08671
0.45	1.385	0.363	0.1081
0.45	1.395	0.202	0.122
0.55	0.405	0.0159	0.05813
0.55	0.415	-0.02964	-0.05479
0.55	0.425	0.007794	0.05685
0.55	0.435	-0.02158	-0.1142
0.55	0.445	-0.01157	-0.07266
0.55	0.455	0.03874	0.0876
0.55	0.465	-0.0438	-0.1362
0.55	0.475	0.03982	0.09012
0.55	0.485	-0.002621	-0.1377
0.55	0.495	0.02223	0.1009
0.55	0.505	-0.08968	-0.0825
0.55	0.515	-0.03988	-0.08704
0.55	0.525	0.04606	0.1154
0.55	0.535	-0.1159	-0.1215
0.55	0.545	0.007341	0.1021
0.55	0.555	-0.1198	-0.09026
0.55	0.565	-0.03318	-0.1139
0.55	0.575	-0.07375	-0.1199
0.55	0.585	-0.007347	-0.1655
0.55	0.595	-0.06643	-0.1833
0.55	0.605	-0.1429	-0.2095
0.55	0.615	-0.1876	-0.3264
0.55	0.625	0.06791	0.1803
0.55	0.635	-0.3465	-0.3117
0.55	0.645	0.01793	0.2151
0.55	0.655	-0.09194	-0.4232
0.55	0.665	-0.1688	-0.3628
0.55	0.675	0.05445	0.4137
0.55	0.685	0.2505	0.4164
0.55	0.695	0.05252	0.3656
0.55	0.705	0.5913	0.4947
0.55	0.715	0.2259	0.6007
0.55	0.725	0.2593	0.6213
0.55	0.735	0.1658	0.5949
0.55	0.745	0.3921	0.6484
0.55	0.755	0.8307	0.4835
0.55	0.765	0.9759	0.3315
0.55	0.775	0.7505	0.5965
0.55	0.785	0.8045	0.3567
0.55	0.795	0.8536	0.3175
0.55	0.805	0.915	0.3092
0.55	0.815	1.288	0.4308
0.55	0.825	1.452	0.3517
0.55	0.835	1.107	0.3325
0.55	0.845	1.432	0.4975
0.55	0.855	1.389	0.5107
0.55	0.865	0.9743	0.4334
0.55	0.875	1.247	0.3638
0.55	0.885	1.137	0.3077
0.55	0.895	0.9541	0.1895
0.55	0.905	1.062	0.3371
0.55	0.915	1.035	0.2872
0.55	0.925	0.7296	0.155
0.55	0.935	0.7018	0.2927
0.55	0.945	0.8249	0.2158
0.55	0.955	0.7846	0.1928
0.55	0.965	0.7258	0.1506
0.55	0.975	0.6513	0.1908
0.55	0.985	0.6338	0.1639
0.55	0.995	0.2966	0.2958
0.55	1.005	0.7436	0.1781
0.55	1.015	0.4081	0.1965
0.55	1.025	0.3703	0.1557
0.55	1.035	0.5151	0.1538
0.55	1.045	0.4147	0.1336
0.55	1.055	0.3475	0.1682
0.55	1.065	0.4074	0.1571
0.55	1.075	0.2316	0.1981
0.55	1.085	0.3997	0.1876
0.55	1.095	0.2614	0.1039
0.55	1.105	0.3746	0.1294
0.55	1.115	0.3933	0.1122
0.55	1.125	0.2286	0.188
0.55	1.135	0.388	0.1146
0.55	1.145	0.2941	0.09099
0.55	1.155	0.4529	0.1203
0.55	1.165	0.2942	0.1109
0.55	1.175	0.3623	0.1092
0.55	1.185	0.4144	0.1291
0.55	1.195	0.316	0.1524
0.55	1.205	0.4501	0.1181
0.55	1.215	0.4717	0.1811
0.55	1.225	0.4357	0.1347
0.55	1.235	0.497	0.1307
0.55	1.245	0.3058	0.09801
0.55	1.255	0.3956	0.1191
0.55	1.265	0.3635	0.1021
0.55	1.275	0.3924	0.1081
0.55	1.285	0.4426	0.1029
0.55	1.295	0.4578	0.1315
0.55	1.305	0.4245	0.1412
0.55	1.315	0.3866	0.122
0.55	1.325	0.3288	0.1605
0.55	1.335	0.439	0.1004
0.55	1.345	0.5201	0.1124
0.55	1.355	0.4965	0.1367
0.55	1.365	0.475	0.1245
0.55	1.375	0.4428	0.1136
0.55	1.385	0.4196	0.1369
0.55	1.395	0.41	0.1162
0.65	0.405	0.05577	0.02868
0.65	0.415	0.02358	0.03058
0.65	0.425	-0.005807	-0.04117
0.65	0.435	-0.006067	-0.05502
0.65	0.445	0.01254	0.05654
0.65	0.455	0.04497	0.07335
0.65	0.465	0.07057	0.06646
0.65	0.475	0.09639	0.09243
0.65	0.485	0.01328	0.06317
0.65	0.495	-0.009673	-0.09581
0.65	0.505	0.1461	0.11
0.65	0.515	-0.02129	-0.07436
0.65	0.525	0.01243	0.06557
0.65	0.535	-0.04154	-0.09444
0.65	0.545	0.03416	0.09363
0.65	0.555	-0.07514	-0.07345
0.65	0.565	0.05473	0.1194
0.65	0.575	-0.09333	-0.1254
0.65	0.585	-0.06346	-0.1095
0.65	0.595	-0.1246	-0.09241
0.65	0.605	-0.02501	-0.101
0.65	0.615	-0.2306	-0.09858
0.65	0.625	-0.08108	-0.1129
0.65	0.635	-0.01847	-0.09991
0.65	0.645	-0.2257	-0.1131
0.65	0.655	-0.03715	-0.1532
0.65	0.665	-0.1855	-0.1754
0.65	0.675	-0.2223	-0.1168
0.65	0.685	-0.3478	-0.159
0.65	0.695	-0.2674	-0.1517
0.65	0.705	-0.1278	-0.1407
0.65	0.715	-0.3218	-0.1526
0.65	0.725	-0.217	-0.1439
0.65	0.735	-0.5295	-0.2411
0.65	0.745	-0.3118	-0.2277
0.65	0.755	-0.4357	-0.2135
0.65	0.765	-0.3453	-0.1965
0.65	0.775	-0.6935	-0.321
0.65	0.785	-0.2169	-0.251
0.65	0.795	-0.1507	-0.1669
0.65	0.805	-0.194	-0.1955
0.65	0.815	0.06286	0.1607
0.65	0.825	-0.06149	-0.2216
0.65	0.835	0.04194	0.144
0.65	0.845	0.1904	0.2358
0.65	0.855	0.1489	0.1535
0.65	0.865	0.3686	0.2101
0.65	0.875	0.02274	0.1198
0.65	0.885	0.1995	0.1473
0.65	0.895	0.3395	0.1847
0.65	0.905	0.251	0.1354
0.65	0.915	0.5484	0.2753
0.65	0.925	0.5078	0.1338
0.65	0.935	0.4622	0.2215
0.65	0.945	0.3005	0.1155
0.65	0.955	0.275	0.1518
0.65	0.965	0.3999	0.1752
0.65	0.975	0.2828	0.1193
0.65	0.985	0.2615	0.09847
0.65	0.995	0.2997	0.1089
0.65	1.005	0.343	0.1366
0.65	1.015	0.38	0.1279
0.65	1.025	0.233	0.2352
0.65	1.035	0.3113	0.1991
0.65	1.045	0.3311	0.1038
0.65	1.055	0.2478	0.1875
0.65	1.065	0.3876	0.1316
0.65	1.075	0.285	0.1044
0.65	1.085	0.2184	0.1248
0.65	1.095	0.1577	0.1723
0.65	1.105	0.1413	0.2128
0.65	1.115	0.2755	0.124
0.65	1.125	0.1841	0.1008
0.65	1.135	0.4073	0.1119
0.65	1.145	0.4398	0.1439
0.65	1.155	0.293	0.1177
0.65	1.165	0.3805	0.1262
0.65	1.175	0.3706	0.1065
0.65	1.185	0.3968	0.1313
0.65	1.195	0.3678	0.1167
0.65	1.205	0.3746	0.1345
0.65	1.215	0.3434	0.1145
0.65	1.225	0.3706	0.1314
0.65	1.235	0.2941	0.1202
0.65	1.245	0.349	0.1009
0.65	1.255	0.3882	0.08381
0.65	1.265	0.3704	0.09469
0.65	1.275	0.4714	0.1245
0.65	1.285	0.3326	0.09201
0.65	1.295	0.414	0.121
0.65	1.305	0.417	0.09866
0.65	1.315	0.4518	0.1083
0.65	1.325	0.3498	0.08058
0.65	1.335	0.3654	0.1641
0.65	1.345	0.3699	0.09093
0.65	1.355	0.4608	0.1096
0.65	1.365	0.4794	0.09651
0.65	1.375	0.4421	0.08656
0.65	1.385	0.4454	0.09368
0.65	1.395	0.3958	0.09598
0.75	0.405	0.01944	0.01948
0.75	0.415	0.02169	0.02037
0.75	0.425	0.04797	0.02825
0.75	0.435	-0.00805	-0.02858
0.75	0.445	0.02396	0.02879
0.75	0.455	0.03773	0.04084
0.75	0.465	0.03338	0.03113
0.75	0.475	-0.001937	-0.04121
0.75	0.485	-0.03774	-0.09037
0.75	0.495	-0.01248	-0.0442
0.75	0.505	-0.05771	-0.1006
0.75	0.515	0.02049	0.05685
0.75	0.525	-0.005328	-0.04288
0.75	0.535	0.003809	0.04596
0.75	0.545	0.0589	0.05414
0.75	0.555	-0.01488	-0.05297
0.75	0.565	-0.0779	-0.1057
0.75	0.575	-0.08557	-0.1532
0.75	0.585	-0.04006	-0.07092
0.75	0.595	-0.06758	-0.06362
0.75	0.605	-0.09116	-0.08348
0.75	0.615	-0.123	-0.0651
0.75	0.625	-0.2457	-0.1454
0.75	0.635	-0.1513	-0.0862
0.75	0.645	-0.1502	-0.079
0.75	0.655	-0.2481	-0.1064
0.75	0.665	-0.1455	-0.1234
0.75	0.675	-0.1497	-0.1699
0.75	0.685	-0.1878	-0.1556
0.75	0.695	-0.3612	-0.1154
0.75	0.705	-0.5238	-0.122
0.75	0.715	-0.4285	-0.1672
0.75	0.725	-0.6143	-0.1459
0.75	0.735	-0.5897	-0.1736
0.75	0.745	-0.9166	-0.1708
0.75	0.755	-1.008	-0.1628
0.75	0.765	-1.101	-0.2746
0.75	0.775	-1.083	-0.171
0.75	0.785	-0.8688	-0.2004
0.75	0.795	-0.9139	-0.1816
0.75	0.805	-0.7246	-0.1895
0.75	0.815	-0.7569	-0.2255
0.75	0.825	-0.3905	-0.1431
0.75	0.835	-0.3013	-0.1385
0.75	0.845	-0.3482	-0.1557
0.75	0.855	-0.3504	-0.1339
0.75	0.865	-0.08138	-0.1807
0.75	0.875	-0.2292	-0.1435
0.75	0.885	-0.0988	-0.1106
0.75	0.895	-0.1011	-0.1396
0.75	0.905	0.01089	0.1166
0.75	0.915	0.04285	0.08967
0.75	0.925	-0.02218	-0.1351
0.75	0.935	0.05298	0.143
0.75	0.945	0.04162	0.1073
0.75	0.955	-0.0292	-0.09023
0.75	0.965	0.06004	0.09072
0.75	0.975	0.2027	0.09603
0.75	0.985	0.04444	0.07552
0.75	0.995	0.1153	0.07874
0.75	1.005	0.1651	0.09409
0.75	1.015	0.07771	0.06132
0.75	1.025	0.2101	0.07456
0.75	1.035	0.07588	0.0761
0.75	1.045	0.07116	0.09363
0.75	1.055	0.2652	0.08311
0.75	1.065	0.1717	0.1028
0.75	1.075	0.3073	0.1001
0.75	1.085	0.2125	0.09104
0.75	1.095	0.2329	0.1071
0.75	1.105	0.271	0.1004
0.75	1.115	0.3572	0.09179
0.75	1.125	0.1984	0.1464
0.75	1.135	0.2702	0.1091
0.75	1.145	0.3191	0.1251
0.75	1.155	0.416	0.1196
0.75	1.165	0.3052	0.1144
0.75	1.175	0.2613	0.1204
0.75	1.185	0.3245	0.112
0.75	1.195	0.333	0.1069
0.75	1.205	0.2995	0.1079
0.75	1.215	0.4228	0.1231
0.75	1.225	0.3069	0.09839
0.75	1.235	0.3035	0.1062
0.75	1.245	0.3305	0.08289
0.75	1.255	0.5588	0.117
0.75	1.265	0.3645	0.09126
0.75	1.275	0.3713	0.09975
0.75	1.285	0.4788	0.09803
0.75	1.295	0.4382	0.1015
0.75	1.305	0.4944	0.1188
0.75	1.315	0.3916	0.1001
0.75	1.325	0.3165	0.07478
0.75	1.335	0.4199	0.08414
0.75	1.345	0.4541	0.0931
0.75	1.355	0.4593	0.08692
0.75	1.365	0.3967	0.08168
0.75	1.375	0.4772	0.08741
0.75	1.385	0.3885	0.07775
0.75	1.395	0.452	0.09458
0.85	0.405	-0.01741	-0.01604
0.85	0.415	0.004234	0.01747
0.85	0.425	-0.009527	-0.01912
0.85	0.435	0.001584	0.02102
0.85	0.445	-0.0134	-0.02599
0.85	0.455	-0.01709	-0.02571
0.85	0.465	-0.03448	-0.02383
0.85	0.475	0.001308	0.02432
0.85	0.485	-0.01361	-0.03594
0.85	0.495	0.04185	0.03755
0.85	0.505	-0.0365	-0.04266
0.85	0.515	-0.03068	-0.03233
0.85	0.525	-0.02074	-0.04106
0.85	0.535	0.004156	0.0544
0.85	0.545	-0.08614	-0.05428
0.85	0.555	-0.02644	-0.04227
0.85	0.565	-0.1343	-0.1184
0.85	0.575	-0.06843	-0.09026
0.85	0.585	-0.07818	-0.04831
0.85	0.595	-0.1214	-0.08605
0.85	0.605	-0.1728	-0.07121
0.85	0.615	-0.07231	-0.07971
0.85	0.625	-0.1457	-0.0737
0.85	0.635	-0.2298	-0.1054
0.85	0.645	-0.2513	-0.08054
0.85	0.655	-0.2653	-0.0789
0.85	0.665	-0.3535	-0.09413
0.85	0.675	-0.4125	-0.08573
0.85	0.685	-0.3889	-0.1319
0.85	0.695	-0.4494	-0.101
0.85	0.705	-0.6464	-0.1284
0.85	0.715	-0.5848	-0.1461
0.85	0.725	-0.7783	-0.1293
0.85	0.735	-0.8479	-0.1874
0.85	0.745	-1.017	-0.206
0.85	0.755	-0.9002	-0.15
0.85	0.765	-1.196	-0.2356
0.85	0.775	-1.03	-0.1525
0.85	0.785	-1.01	-0.2319
0.85	0.795	-0.9462	-0.1805
0.85	0.805	-0.6866	-0.1307
0.85	0.815	-0.6757	-0.1654
0.85	0.825	-0.4837	-0.1062
0.85	0.835	-0.6041	-0.1114
0.85	0.845	-0.4559	-0.1181
0.85	0.855	-0.4298	-0.1296
0.85	0.865	-0.3629	-0.1181
0.85	0.875	-0.3117	-0.1102
0.85	0.885	-0.2691	-0.1373
0.85	0.895	-0.2911	-0.1138
0.85	0.905	-0.2441	-0.1409
0.85	0.915	-0.1822	-0.08618
0.85	0.925	-0.1603	-0.1014
0.85	0.935	-0.1156	-0.08531
0.85	0.945	-0.006334	-0.1115
0.85	0.955	-0.1661	-0.08712
0.85	0.965	-0.1314	-0.09247
0.85	0.975	0.04869	0.09426
0.85	0.985	-0.06641	-0.06863
0.85	0.995	0.04479	0.06786
0.85	1.005	0.08461	0.0638
0.85	1.015	0.1702	0.0895
0.85	1.025	-0.005585	-0.1109
0.85	1.035	0.1398	0.06883
0.85	1.045	0.2051	0.06906
0.85	1.055	0.1101	0.0728
0.85	1.065	0.08679	0.08153
0.85	1.075	0.1474	0.09572
0.85	1.085	0.1516	0.09098
0.85	1.095	0.3063	0.08228
0.85	1.105	0.2307	0.07758
0.85	1.115	0.2444	0.09966
0.85	1.125	0.267	0.1451
0.85	1.135	0.2012	0.08282
0.85	1.145	0.2817	0.1506
0.85	1.155	0.1952	0.1361
0.85	1.165	0.2364	0.117
0.85	1.175	0.3231	0.09399
0.85	1.185	0.3163	0.1224
0.85	1.195	0.4286	0.1119
0.85	1.205	0.3543	0.1216
0.85	1.215	0.4243	0.08945
0.85	1.225	0.4125	0.1479
0.85	1.235	0.5049	0.1273
0.85	1.245	0.4367	0.1083
0.85	1.255	0.5133	0.1382
0.85	1.265	0.3676	0.0944
0.85	1.275	0.733	0.1731
0.85	1.285	0.4772	0.1191
0.85	1.295	0.6273	0.1456
0.85	1.305	0.6355	0.1859
0.85	1.315	0.4345	0.1019
0.85	1.325	0.4807	0.08392
0.85	1.335	0.5579	0.1023
0.85	1.345	0.5117	0.1088
0.85	1.355	0.541	0.09206
0.85	1.365	0.4911	0.1036
0.85	1.375	0.4132	0.07214
0.85	1.385	0.4776	0.07737
0.85	1.395	0.4884	0.08378
0.95	0.405	0.01835	0.01748
0.95	0.415	0.00906	0.01635
0.95	0.425	0.01676	0.01659
0.95	0.435	-0.008901	-0.01806
0.95	0.445	-0.0303	-0.01854
0.95	0.455	-0.007836	-0.0201
0.95	0.465	0.01367	0.0252
0.95	0.475	-0.004316	-0.02489
0.95	0.485	0.01538	0.02738
0.95	0.495	0.01394	0.02827
0.95	0.505	-0.02668	-0.03432
0.95	0.515	-0.03997	-0.03412
0.95	0.525	-0.05566	-0.0351
0.95	0.535	-0.07075	-0.04674
0.95	0.545	-0.04648	-0.04029
0.95	0.555	-0.1491	-0.05387
0.95	0.565	-0.06907	-0.04029
0.95	0.575	-0.168	-0.05827
0.95	0.585	-0.1375	-0.05579
0.95	0.595	-0.2049	-0.0713
0.95	0.605	-0.243	-0.1758
0.95	0.615	-0.1343	-0.06354
0.95	0.625	-0.1695	-0.05297
0.95	0.635	-0.217	-0.08428
0.95	0.645	-0.2698	-0.11
0.95	0.655	-0.3263	-0.06516
0.95	0.665	-0.352	-0.08012
0.95	0.675	-0.48	-0.1141
0.95	0.685	-0.4229	-0.1038
0.95	0.695	-0.4081	-0.09987
0.95	0.705	-0.5261	-0.1174
0.95	0.715	-0.7273	-0.1442
0.95	0.725	-0.638	-0.1426
0.95	0.735	-0.8052	-0.1608
0.95	0.745	-0.9711	-0.1465
0.95	0.755	-0.7048	-0.1232
0.95	0.765	-1.053	-0.1721
0.95	0.775	-0.9685	-0.2111
0.95	0.785	-0.8009	-0.2088
0.95	0.795	-0.7382	-0.1964
0.95	0.805	-0.5733	-0.1282
0.95	0.815	-0.6758	-0.168
0.95	0.825	-0.6454	-0.1403
0.95	0.835	-0.5316	-0.1785
0.95	0.845	-0.5124	-0.1478
0.95	0.855	-0.3131	-0.09828
0.95	0.865	-0.3626	-0.09057
0.95	0.875	-0.2782	-0.08766
0.95	0.885	-0.2722	-0.09201
0.95	0.895	-0.2477	-0.1214
0.95	0.905	-0.2606	-0.08224
0.95	0.915	-0.2407	-0.09292
0.95	0.925	-0.1315	-0.06888
0.95	0.935	-0.1754	-0.09596
0.95	0.945	-0.04766	-0.07245
0.95	0.955	-0.07382	-0.0951
0.95	0.965	-0.07953	-0.1158
0.95	0.975	-0.06919	-0.07547
0.95	0.985	0.02289	0.05822
0.95	0.995	-0.04588	-0.06612
0.95	1.005	-0.02367	-0.08875
0.95	1.015	0.06011	0.07182
0.95	1.025	0.1198	0.06026
0.95	1.035	0.09228	0.08005
0.95	1.045	0.09297	0.06794
0.95	1.055	0.1561	0.08363
0.95	1.065	0.1899	0.06805
0.95	1.075	0.1275	0.07679
0.95	1.085	0.1884	0.07163
0.95	1.095	0.133	0.06833
0.95	1.105	0.1681	0.1001
0.95	1.115	0.1068	0.09264
0.95	1.125	0.2861	0.08569
0.95	1.135	0.2955	0.07239
0.95	1.145	0.3224	0.08813
0.95	1.155	0.4048	0.1044
0.95	1.165	0.2707	0.1017
0.95	1.175	0.3268	0.1374
0.95	1.185	0.5099	0.1196
0.95	1.195	0.4878	0.1182
0.95	1.205	0.4149	0.1231
0.95	1.215	0.4642	0.1343
0.95	1.225	0.584	0.1662
0.95	1.235	0.5802	0.1414
0.95	1.245	0.5656	0.1332
0.95	1.255	0.6303	0.1411
0.95	1.265	0.5917	0.1089
0.95	1.275	0.5278	0.1043
0.95	1.285	0.6018	0.1478
0.95	1.295	0.7077	0.1273
0.95	1.305	0.5948	0.1208
0.95	1.315	0.5904	0.09956
0.95	1.325	0.7251	0.1429
0.95	1.335	0.5775	0.08951
0.95	1.345	0.5484	0.1024
0.95	1.355	0.5724	0.08562
0.95	1.365	0.5733	0.1037
0.95	1.375	0.6563	0.111
0.95	1.385	0.6675	0.1219
0.95	1.395	0.5736	0.1146
