CLAS physics database search results
Measurement E28M23
g11
M. Battaglieri
2009

-t variable	M(pi+,pi-)	Y_22	Data errors
0.45	1.245	0.3006	0.105
0.45	1.255	0.5062	0.2377
0.45	1.265	0.5007	0.111
0.45	1.275	0.4639	0.1158
0.45	1.285	0.5073	0.1197
0.45	1.295	0.4317	0.1033
0.45	1.305	0.4302	0.1246
0.45	1.315	0.4433	0.09872
0.45	1.325	0.395	0.0978
0.45	1.335	0.4209	0.109
0.45	1.345	0.4488	0.1489
0.45	1.355	0.46	0.1062
0.45	1.365	0.4305	0.1067
0.45	1.375	0.3707	0.1006
0.45	1.385	0.3689	0.09125
0.45	1.395	0.3689	0.1228
0.55	0.405	0.02733	0.0762
0.55	0.415	0.09804	0.07054
0.55	0.425	-0.04918	-0.08143
0.55	0.435	-0.01731	-0.06947
0.55	0.445	0.05903	0.1329
0.55	0.455	0.03637	0.08375
0.55	0.465	0.02964	0.09225
0.55	0.475	-0.05186	-0.1347
0.55	0.485	0.02373	0.1337
0.55	0.495	0.0291	0.101
0.55	0.505	0.06406	0.1039
0.55	0.515	-0.04995	-0.08995
0.55	0.525	-0.09607	-0.1264
0.55	0.535	-0.1307	-0.1194
0.55	0.545	0.02233	0.2857
0.55	0.555	-0.04975	-0.159
0.55	0.565	0.07848	0.3444
0.55	0.575	0.03436	0.1731
0.55	0.585	-0.2951	-0.2414
0.55	0.595	-0.2231	-0.1552
0.55	0.605	-0.3713	-0.3724
0.55	0.615	-0.2176	-0.1415
0.55	0.625	-0.25	-0.2756
0.55	0.635	-0.13	-0.2589
0.55	0.645	-0.3404	-0.2564
0.55	0.655	-0.2579	-0.2587
0.55	0.665	-0.01952	-0.2308
0.55	0.675	-0.09338	-0.1152
0.55	0.685	-0.1874	-0.4648
0.55	0.695	0.1064	0.2598
0.55	0.705	-0.04981	-0.4496
0.55	0.715	0.3407	0.3292
0.55	0.725	0.03738	0.443
0.55	0.735	0.5373	0.4023
0.55	0.745	0.5897	0.2795
0.55	0.755	0.3112	0.3353
0.55	0.765	0.3726	0.4766
0.55	0.775	0.9728	0.3256
0.55	0.785	0.9382	0.2572
0.55	0.795	0.9486	0.273
0.55	0.805	0.9027	0.2598
0.55	0.815	0.9727	0.3248
0.55	0.825	0.8185	0.2748
0.55	0.835	1.153	0.2948
0.55	0.845	1.062	0.4699
0.55	0.855	0.883	0.3217
0.55	0.865	1.084	0.2423
0.55	0.875	1.041	0.3251
0.55	0.885	1.028	0.2179
0.55	0.895	0.9551	0.2077
0.55	0.905	0.752	0.2018
0.55	0.915	0.9765	0.3029
0.55	0.925	0.8382	0.2142
0.55	0.935	0.8295	0.1834
0.55	0.945	0.835	0.2663
0.55	0.955	0.8124	0.1754
0.55	0.965	0.648	0.1541
0.55	0.975	0.5057	0.2149
0.55	0.985	0.5261	0.1628
0.55	0.995	0.5312	0.1468
0.55	1.005	0.4805	0.1322
0.55	1.015	0.5753	0.1299
0.55	1.025	0.6068	0.2169
0.55	1.035	0.431	0.1528
0.55	1.045	0.4833	0.1339
0.55	1.055	0.4538	0.1112
0.55	1.065	0.2438	0.2018
0.55	1.075	0.2841	0.1102
0.55	1.085	0.3482	0.08442
0.55	1.095	0.425	0.1209
0.55	1.105	0.4582	0.1158
0.55	1.115	0.1787	0.2087
0.55	1.125	0.2905	0.09777
0.55	1.135	0.1695	0.1938
0.55	1.145	0.2727	0.07267
0.55	1.155	0.2785	0.0898
0.55	1.165	0.3894	0.1174
0.55	1.175	0.3048	0.125
0.55	1.185	0.335	0.1094
0.55	1.195	0.1966	0.1055
0.55	1.205	0.2621	0.09679
0.55	1.215	0.2675	0.1039
0.55	1.225	0.3059	0.114
0.55	1.235	0.3095	0.1304
0.55	1.245	0.2149	0.1442
0.55	1.255	0.3436	0.1163
0.55	1.265	0.4442	0.1571
0.55	1.275	0.3749	0.1262
0.55	1.285	0.3429	0.1296
0.55	1.295	0.2875	0.0931
0.55	1.305	0.3427	0.1067
0.55	1.315	0.3303	0.1348
0.55	1.325	0.3682	0.1266
0.55	1.335	0.334	0.09042
0.55	1.345	0.4284	0.09907
0.55	1.355	0.3398	0.08997
0.55	1.365	0.3766	0.1049
0.55	1.375	0.4365	0.1152
0.55	1.385	0.3454	0.121
0.55	1.395	0.3174	0.08896
0.65	0.405	-0.004224	-0.03167
0.65	0.415	0.05756	0.03451
0.65	0.425	-0.02418	-0.04984
0.65	0.435	0.02604	0.0612
0.65	0.445	0.05779	0.06052
0.65	0.455	-0.007552	-0.05562
0.65	0.465	-0.03749	-0.1607
0.65	0.475	0.09057	0.06185
0.65	0.485	0.07332	0.07305
0.65	0.495	0.01954	0.07421
0.65	0.505	-0.01274	-0.05984
0.65	0.515	-0.02067	-0.1235
0.65	0.525	-0.03488	-0.08619
0.65	0.535	-0.1481	-0.1847
0.65	0.545	-0.07264	-0.1262
0.65	0.555	-0.002429	-0.06911
0.65	0.565	-0.1339	-0.1312
0.65	0.575	-0.1033	-0.07523
0.65	0.585	0.03497	0.1147
0.65	0.595	-0.0918	-0.09554
0.65	0.605	-0.0251	-0.05522
0.65	0.615	-0.03736	-0.1182
0.65	0.625	-0.2273	-0.1526
0.65	0.635	-0.07218	-0.2176
0.65	0.645	-0.1759	-0.1864
0.65	0.655	-0.1055	-0.1257
0.65	0.665	-0.1492	-0.1142
0.65	0.675	-0.2315	-0.147
0.65	0.685	-0.1891	-0.2095
0.65	0.695	-0.05125	-0.1431
0.65	0.705	-0.2054	-0.1814
0.65	0.715	-0.25	-0.1651
0.65	0.725	-0.3611	-0.1721
0.65	0.735	-0.1088	-0.1677
0.65	0.745	-0.2105	-0.2272
0.65	0.755	-0.0647	-0.2832
0.65	0.765	-0.4933	-0.191
0.65	0.775	-0.6949	-0.3594
0.65	0.785	-0.3014	-0.4069
0.65	0.795	0.07094	0.2212
0.65	0.805	-0.02016	-0.3031
0.65	0.815	0.08775	0.1997
0.65	0.825	0.2217	0.261
0.65	0.835	-0.102	-0.2007
0.65	0.845	-0.08901	-0.2581
0.65	0.855	0.1212	0.261
0.65	0.865	0.1694	0.2043
0.65	0.875	0.2737	0.2505
0.65	0.885	0.1789	0.1574
0.65	0.895	0.09235	0.1825
0.65	0.905	0.3142	0.1936
0.65	0.915	0.3735	0.1689
0.65	0.925	0.3296	0.116
0.65	0.935	0.2392	0.1181
0.65	0.945	0.3159	0.1894
0.65	0.955	0.3881	0.2052
0.65	0.965	0.4636	0.2761
0.65	0.975	0.3814	0.2012
0.65	0.985	0.1956	0.1377
0.65	0.995	0.282	0.1968
0.65	1.005	0.1708	0.08229
0.65	1.015	0.3388	0.1651
0.65	1.025	0.2291	0.101
0.65	1.035	0.3036	0.1106
0.65	1.045	0.2624	0.1176
0.65	1.055	0.3515	0.1504
0.65	1.065	0.1898	0.09782
0.65	1.075	0.2362	0.216
0.65	1.085	0.1962	0.093
0.65	1.095	0.161	0.1622
0.65	1.105	0.1565	0.1201
0.65	1.115	0.2469	0.09433
0.65	1.125	0.1726	0.09446
0.65	1.135	0.1239	0.09201
0.65	1.145	0.156	0.08594
0.65	1.155	0.1565	0.1421
0.65	1.165	0.2624	0.09561
0.65	1.175	0.2788	0.1176
0.65	1.185	0.1776	0.07701
0.65	1.195	0.2791	0.1007
0.65	1.205	0.2828	0.1537
0.65	1.215	0.2234	0.08925
0.65	1.225	0.1722	0.08791
0.65	1.235	0.384	0.1723
0.65	1.245	0.3338	0.1185
0.65	1.255	0.2843	0.1461
0.65	1.265	0.3166	0.1112
0.65	1.275	0.2314	0.0916
0.65	1.285	0.2568	0.08572
0.65	1.295	0.2212	0.07613
0.65	1.305	0.2756	0.07913
0.65	1.315	0.2998	0.0935
0.65	1.325	0.4723	0.1046
0.65	1.335	0.3512	0.08963
0.65	1.345	0.4257	0.1142
0.65	1.355	0.4064	0.08984
0.65	1.365	0.399	0.0994
0.65	1.375	0.3871	0.09557
0.65	1.385	0.3716	0.1085
0.65	1.395	0.365	0.1392
0.75	0.405	-0.03327	-0.02114
0.75	0.415	0.005174	0.01975
0.75	0.425	0.02583	0.02496
0.75	0.435	0.01419	0.03314
0.75	0.445	0.01463	0.03296
0.75	0.455	0.01703	0.03585
0.75	0.465	-0.01707	-0.03692
0.75	0.475	0.07011	0.04303
0.75	0.485	0.0316	0.05127
0.75	0.495	0.01702	0.04839
0.75	0.505	-0.02587	-0.09339
0.75	0.515	0.003581	0.0418
0.75	0.525	-0.06968	-0.1152
0.75	0.535	0.02134	0.06451
0.75	0.545	-0.06345	-0.06404
0.75	0.555	-0.08405	-0.07978
0.75	0.565	0.02603	0.06704
0.75	0.575	-0.05658	-0.05747
0.75	0.585	-0.06446	-0.09739
0.75	0.595	-0.1001	-0.0543
0.75	0.605	-0.0187	-0.06353
0.75	0.615	-0.09841	-0.06382
0.75	0.625	-0.09666	-0.08245
0.75	0.635	-0.05745	-0.1013
0.75	0.645	-0.1744	-0.07002
0.75	0.655	-0.275	-0.1024
0.75	0.665	-0.1344	-0.126
0.75	0.675	-0.1806	-0.1066
0.75	0.685	-0.3516	-0.1073
0.75	0.695	-0.4123	-0.1878
0.75	0.705	-0.4439	-0.1173
0.75	0.715	-0.395	-0.1438
0.75	0.725	-0.3261	-0.2339
0.75	0.735	-0.4796	-0.1742
0.75	0.745	-0.5898	-0.1379
0.75	0.755	-0.8015	-0.1495
0.75	0.765	-0.7222	-0.1685
0.75	0.775	-0.9138	-0.2662
0.75	0.785	-0.6145	-0.1612
0.75	0.795	-0.6789	-0.1897
0.75	0.805	-0.6886	-0.2765
0.75	0.815	-0.4831	-0.1598
0.75	0.825	-0.387	-0.1334
0.75	0.835	-0.4442	-0.2116
0.75	0.845	-0.2794	-0.1349
0.75	0.855	-0.2954	-0.1448
0.75	0.865	-0.07477	-0.203
0.75	0.875	-0.1562	-0.1549
0.75	0.885	-0.1438	-0.132
0.75	0.895	-0.1316	-0.1181
0.75	0.905	0.0148	0.1615
0.75	0.915	-0.01419	-0.1081
0.75	0.925	0.03096	0.1132
0.75	0.935	0.1765	0.1469
0.75	0.945	-0.07784	-0.08375
0.75	0.955	0.1213	0.1334
0.75	0.965	-0.06517	-0.07719
0.75	0.975	0.1218	0.09184
0.75	0.985	0.08157	0.09631
0.75	0.995	0.02215	0.0762
0.75	1.005	0.07496	0.07205
0.75	1.015	0.08805	0.08148
0.75	1.025	0.09403	0.07543
0.75	1.035	-0.05073	-0.1647
0.75	1.045	0.2424	0.08787
0.75	1.055	0.1506	0.06713
0.75	1.065	0.09976	0.1053
0.75	1.075	0.1036	0.09378
0.75	1.085	0.1587	0.08138
0.75	1.095	0.1107	0.1364
0.75	1.105	0.1679	0.07239
0.75	1.115	0.08846	0.1477
0.75	1.125	0.1885	0.1548
0.75	1.135	0.1582	0.1407
0.75	1.145	0.1676	0.1457
0.75	1.155	0.1914	0.1608
0.75	1.165	0.1234	0.09135
0.75	1.175	0.1426	0.09457
0.75	1.185	0.2309	0.1223
0.75	1.195	0.2855	0.1382
0.75	1.205	0.2736	0.09131
0.75	1.215	0.1685	0.09193
0.75	1.225	0.3724	0.1281
0.75	1.235	0.3127	0.1033
0.75	1.245	0.3332	0.1169
0.75	1.255	0.3062	0.08899
0.75	1.265	0.3236	0.1087
0.75	1.275	0.3238	0.1145
0.75	1.285	0.3556	0.1061
0.75	1.295	0.3388	0.1021
0.75	1.305	0.3946	0.1596
0.75	1.315	0.273	0.09547
0.75	1.325	0.4779	0.1483
0.75	1.335	0.3886	0.08101
0.75	1.345	0.2534	0.07181
0.75	1.355	0.5583	0.1544
0.75	1.365	0.2927	0.1274
0.75	1.375	0.3693	0.07115
0.75	1.385	0.378	0.1006
0.75	1.395	0.4798	0.09589
0.85	0.405	0.01249	0.01696
0.85	0.415	0.02856	0.01799
0.85	0.425	-0.001154	-0.01884
0.85	0.435	-0.002023	-0.01995
0.85	0.445	-0.01861	-0.01996
0.85	0.455	-0.0376	-0.02304
0.85	0.465	0.009151	0.02041
0.85	0.475	-0.01911	-0.0345
0.85	0.485	0.03038	0.02877
0.85	0.495	0.001921	0.0298
0.85	0.505	0.01775	0.04848
0.85	0.515	-0.0555	-0.05161
0.85	0.525	-0.01919	-0.03998
0.85	0.535	-0.08678	-0.05825
0.85	0.545	-0.07852	-0.04486
0.85	0.555	-0.01071	-0.04024
0.85	0.565	-0.09092	-0.05988
0.85	0.575	-0.1226	-0.07307
0.85	0.585	-0.1264	-0.05156
0.85	0.595	-0.1028	-0.05991
0.85	0.605	-0.09297	-0.05831
0.85	0.615	-0.07511	-0.08526
0.85	0.625	-0.1543	-0.068
0.85	0.635	-0.2102	-0.06705
0.85	0.645	-0.1661	-0.07351
0.85	0.655	-0.3037	-0.1017
0.85	0.665	-0.2608	-0.09044
0.85	0.675	-0.36	-0.1227
0.85	0.685	-0.2981	-0.1243
0.85	0.695	-0.4809	-0.1184
0.85	0.705	-0.5229	-0.1388
0.85	0.715	-0.6989	-0.1409
0.85	0.725	-0.5611	-0.1175
0.85	0.735	-0.8527	-0.1778
0.85	0.745	-0.5866	-0.2266
0.85	0.755	-1.005	-0.171
0.85	0.765	-0.9401	-0.213
0.85	0.775	-0.9349	-0.153
0.85	0.785	-0.8382	-0.207
0.85	0.795	-0.6323	-0.1736
0.85	0.805	-0.6038	-0.1447
0.85	0.815	-0.6292	-0.1562
0.85	0.825	-0.5209	-0.1957
0.85	0.835	-0.4178	-0.1255
0.85	0.845	-0.345	-0.0977
0.85	0.855	-0.4338	-0.1618
0.85	0.865	-0.2963	-0.0956
0.85	0.875	-0.222	-0.128
0.85	0.885	-0.3337	-0.163
0.85	0.895	-0.1935	-0.09857
0.85	0.905	-0.2107	-0.1196
0.85	0.915	-0.1363	-0.08867
0.85	0.925	-0.1739	-0.1139
0.85	0.935	-0.1204	-0.08805
0.85	0.945	-0.06942	-0.09527
0.85	0.955	-0.1018	-0.07376
0.85	0.965	-0.0644	-0.07608
0.85	0.975	0.02654	0.07017
0.85	0.985	-0.04591	-0.07844
0.85	0.995	0.002528	0.05471
0.85	1.005	0.03978	0.07961
0.85	1.015	0.04852	0.079
0.85	1.025	0.0001592	0.1064
0.85	1.035	0.0175	0.1171
0.85	1.045	0.1216	0.06765
0.85	1.055	0.1579	0.06566
0.85	1.065	0.1516	0.07024
0.85	1.075	0.07586	0.05637
0.85	1.085	0.1431	0.0649
0.85	1.095	0.06834	0.08967
0.85	1.105	0.1497	0.07504
0.85	1.115	0.1542	0.09001
0.85	1.125	0.08517	0.1044
0.85	1.135	0.06194	0.134
0.85	1.145	0.2271	0.08938
0.85	1.155	0.0746	0.1271
0.85	1.165	0.2425	0.09388
0.85	1.175	0.09808	0.1363
0.85	1.185	0.2312	0.09201
0.85	1.195	0.2241	0.1076
0.85	1.205	0.2658	0.1108
0.85	1.215	0.1356	0.09556
0.85	1.225	0.35	0.1259
0.85	1.235	0.314	0.123
0.85	1.245	0.2214	0.0998
0.85	1.255	0.364	0.1216
0.85	1.265	0.4476	0.1745
0.85	1.275	0.2711	0.08182
0.85	1.285	0.4301	0.121
0.85	1.295	0.4308	0.1231
0.85	1.305	0.5346	0.1277
0.85	1.315	0.4288	0.1233
0.85	1.325	0.6544	0.2
0.85	1.335	0.4749	0.1131
0.85	1.345	0.4704	0.116
0.85	1.355	0.453	0.155
0.85	1.365	0.4495	0.09229
0.85	1.375	0.517	0.1493
0.85	1.385	0.4958	0.1436
0.85	1.395	0.5072	0.1057
0.95	0.405	-0.01168	-0.01383
0.95	0.415	-0.01209	-0.01507
0.95	0.425	0.01845	0.01717
0.95	0.435	0.01234	0.01573
0.95	0.445	-0.004876	-0.02062
0.95	0.455	-0.02812	-0.01785
0.95	0.465	0.003109	0.02072
0.95	0.475	-0.005844	-0.02558
0.95	0.485	-0.03756	-0.02236
0.95	0.495	-0.006059	-0.02601
0.95	0.505	-0.0118	-0.0245
0.95	0.515	-0.0338	-0.03019
0.95	0.525	0.03603	0.0286
0.95	0.535	-0.02635	-0.04516
0.95	0.545	-0.05678	-0.04631
0.95	0.555	-0.07341	-0.037
0.95	0.565	-0.07404	-0.0323
0.95	0.575	-0.08502	-0.03519
0.95	0.585	-0.1498	-0.1054
0.95	0.595	-0.1749	-0.07682
0.95	0.605	-0.1677	-0.07646
0.95	0.615	-0.2011	-0.06863
0.95	0.625	-0.237	-0.06394
0.95	0.635	-0.1501	-0.06558
0.95	0.645	-0.2113	-0.06599
0.95	0.655	-0.3373	-0.07483
0.95	0.665	-0.232	-0.0735
0.95	0.675	-0.4029	-0.0729
0.95	0.685	-0.2892	-0.09536
0.95	0.695	-0.4967	-0.1301
0.95	0.705	-0.5422	-0.1189
0.95	0.715	-0.5687	-0.1082
0.95	0.725	-0.8153	-0.2053
0.95	0.735	-0.8134	-0.1649
0.95	0.745	-0.8213	-0.1749
0.95	0.755	-0.8257	-0.1825
0.95	0.765	-0.9165	-0.1978
0.95	0.775	-0.8683	-0.1795
0.95	0.785	-0.6917	-0.1238
0.95	0.795	-0.5246	-0.09662
0.95	0.805	-0.4714	-0.09975
0.95	0.815	-0.5574	-0.1949
0.95	0.825	-0.3781	-0.0962
0.95	0.835	-0.4854	-0.09979
0.95	0.845	-0.4143	-0.1271
0.95	0.855	-0.345	-0.08527
0.95	0.865	-0.2279	-0.06528
0.95	0.875	-0.2608	-0.07939
0.95	0.885	-0.1198	-0.09755
0.95	0.895	-0.2452	-0.08163
0.95	0.905	-0.1543	-0.06877
0.95	0.915	-0.1875	-0.06531
0.95	0.925	-0.05472	-0.07962
0.95	0.935	-0.06712	-0.1001
0.95	0.945	-0.0989	-0.1009
0.95	0.955	-0.04863	-0.07427
0.95	0.965	-0.04995	-0.06095
0.95	0.975	-0.1585	-0.07544
0.95	0.985	-0.01059	-0.05931
0.95	0.995	0.03728	0.06517
0.95	1.005	-0.01014	-0.07362
0.95	1.015	0.07168	0.07863
0.95	1.025	0.09371	0.05559
0.95	1.035	0.0402	0.0568
0.95	1.045	0.07186	0.07434
0.95	1.055	0.08475	0.06462
0.95	1.065	0.1726	0.05741
0.95	1.075	0.05245	0.05454
0.95	1.085	0.1022	0.05949
0.95	1.095	0.05366	0.06258
0.95	1.105	0.1286	0.1142
0.95	1.115	0.1973	0.09354
0.95	1.125	0.1822	0.08928
0.95	1.135	0.156	0.08199
0.95	1.145	0.2015	0.06665
0.95	1.155	0.2676	0.09143
0.95	1.165	0.2188	0.09313
0.95	1.175	0.1944	0.1158
0.95	1.185	0.156	0.1164
0.95	1.195	0.3491	0.09273
0.95	1.205	0.2581	0.1214
0.95	1.215	0.3251	0.1326
0.95	1.225	0.3635	0.1247
0.95	1.235	0.3299	0.09479
0.95	1.245	0.4691	0.1204
0.95	1.255	0.5719	0.1649
0.95	1.265	0.4776	0.2063
0.95	1.275	0.3644	0.09841
0.95	1.285	0.5194	0.158
0.95	1.295	0.491	0.09574
0.95	1.305	0.5404	0.1533
0.95	1.315	0.579	0.1404
0.95	1.325	0.5852	0.2049
0.95	1.335	0.641	0.1476
0.95	1.345	0.5803	0.1351
0.95	1.355	0.4951	0.09504
0.95	1.365	0.6204	0.1556
0.95	1.375	0.5024	0.1198
0.95	1.385	0.5468	0.1456
0.95	1.395	0.4974	0.114
