CLAS physics database search results
Measurement E28M7
g11
M. Battaglieri
2009

-t variable	M(pi+,pi-)	Y_10	Data errors
0.55	0.475	-0.2864	-0.1079
0.55	0.485	-0.2514	-0.1288
0.55	0.495	-0.2563	-0.09312
0.55	0.505	-0.3566	-0.118
0.55	0.515	-0.3053	-0.1132
0.55	0.525	-0.3187	-0.1078
0.55	0.535	-0.4262	-0.1304
0.55	0.545	-0.4097	-0.09277
0.55	0.555	-0.4792	-0.08953
0.55	0.565	-0.408	-0.09474
0.55	0.575	-0.6281	-0.1084
0.55	0.585	-0.4717	-0.1009
0.55	0.595	-0.6831	-0.1143
0.55	0.605	-0.5993	-0.1529
0.55	0.615	-0.6923	-0.1425
0.55	0.625	-0.6821	-0.1369
0.55	0.635	-0.8501	-0.1699
0.55	0.645	-1	-0.1765
0.55	0.655	-1.178	-0.21
0.55	0.665	-1.278	-0.2807
0.55	0.675	-1.347	-0.2986
0.55	0.685	-1.486	-0.37
0.55	0.695	-1.756	-0.4462
0.55	0.705	-2.003	-0.3793
0.55	0.715	-2.026	-0.4944
0.55	0.725	-2.545	-0.501
0.55	0.735	-2.864	-0.5947
0.55	0.745	-2.692	-0.5579
0.55	0.755	-2.615	-0.5172
0.55	0.765	-2.688	-0.5039
0.55	0.775	-2.218	-0.3935
0.55	0.785	-1.451	-0.3016
0.55	0.795	-1.125	-0.265
0.55	0.805	-0.8722	-0.2832
0.55	0.815	-0.9421	-0.4345
0.55	0.825	-0.6996	-0.378
0.55	0.835	-0.6384	-0.3194
0.55	0.845	-0.3074	-0.2556
0.55	0.855	-0.3467	-0.2872
0.55	0.865	-0.3911	-0.2473
0.55	0.875	-0.2232	-0.1833
0.55	0.885	-0.1395	-0.2044
0.55	0.895	-0.1475	-0.2046
0.55	0.905	-0.1341	-0.1641
0.55	0.915	-0.07065	-0.1669
0.55	0.925	-0.09644	-0.1441
0.55	0.935	-0.2183	-0.1766
0.55	0.945	-0.1918	-0.1255
0.55	0.955	-0.1959	-0.1501
0.55	0.965	-0.3474	-0.1672
0.55	0.975	-0.5779	-0.1524
0.55	0.985	-0.3279	-0.1797
0.55	0.995	-0.1223	-0.1567
0.55	1.005	-0.2807	-0.1558
0.55	1.015	-0.1457	-0.2059
0.55	1.025	-0.03909	-0.1311
0.55	1.035	-0.3353	-0.1845
0.55	1.045	-0.3657	-0.1624
0.55	1.055	-0.01783	-0.1106
0.55	1.065	-0.1466	-0.1974
0.55	1.075	-0.3111	-0.1715
0.55	1.085	-0.2016	-0.1348
0.55	1.095	0.05496	0.115
0.55	1.105	0.1106	0.1144
0.55	1.115	-0.1069	-0.2152
0.55	1.125	-0.1252	-0.1339
0.55	1.135	-0.1734	-0.1948
0.55	1.145	-0.1159	-0.1813
0.55	1.155	-0.2432	-0.1562
0.55	1.165	0.09582	0.1153
0.55	1.175	-0.08075	-0.1099
0.55	1.185	0.02517	0.1272
0.55	1.195	-0.2432	-0.1501
0.55	1.205	-0.1879	-0.1527
0.55	1.215	-0.3356	-0.2091
0.55	1.225	0.06443	0.1143
0.55	1.235	-0.05591	-0.1349
0.55	1.245	-0.08818	-0.1508
0.55	1.255	0.07216	0.1499
0.55	1.265	-0.05799	-0.144
0.55	1.275	0.1256	0.142
0.55	1.285	0.08664	0.146
0.55	1.295	0.04927	0.1469
0.55	1.305	0.01839	0.1709
0.55	1.315	0.0006269	0.2252
0.55	1.325	0.1774	0.1371
0.55	1.335	-0.09803	-0.1544
0.55	1.345	0.05495	0.1283
0.55	1.355	0.04542	0.1802
0.55	1.365	0.1105	0.1282
0.55	1.375	0.047	0.1437
0.55	1.385	-0.03205	-0.1812
0.55	1.395	-0.1913	-0.1932
0.65	0.405	0.06143	0.0448
0.65	0.415	-0.04818	-0.07187
0.65	0.425	0.107	0.07993
0.65	0.435	-0.07383	-0.05689
0.65	0.445	-0.142	-0.08174
0.65	0.455	-0.2572	-0.1311
0.65	0.465	-0.113	-0.1671
0.65	0.475	-0.3012	-0.1024
0.65	0.485	-0.3233	-0.1237
0.65	0.495	-0.3364	-0.09104
0.65	0.505	-0.3118	-0.0777
0.65	0.515	-0.3362	-0.1098
0.65	0.525	-0.1899	-0.08721
0.65	0.535	-0.2368	-0.1332
0.65	0.545	-0.3523	-0.102
0.65	0.555	-0.4001	-0.08158
0.65	0.565	-0.3237	-0.1003
0.65	0.575	-0.3249	-0.07439
0.65	0.585	-0.4565	-0.08974
0.65	0.595	-0.411	-0.09788
0.65	0.605	-0.5324	-0.0953
0.65	0.615	-0.3563	-0.08909
0.65	0.625	-0.4971	-0.09118
0.65	0.635	-0.5641	-0.1139
0.65	0.645	-0.6489	-0.1359
0.65	0.655	-0.6572	-0.1155
0.65	0.665	-0.5674	-0.1245
0.65	0.675	-0.8806	-0.1514
0.65	0.685	-1.016	-0.1805
0.65	0.695	-1.144	-0.1973
0.65	0.705	-1.283	-0.2024
0.65	0.715	-1.594	-0.2808
0.65	0.725	-1.569	-0.2583
0.65	0.735	-1.994	-0.3339
0.65	0.745	-1.926	-0.2994
0.65	0.755	-1.836	-0.3031
0.65	0.765	-1.896	-0.2802
0.65	0.775	-1.657	-0.2682
0.65	0.785	-1.446	-0.2784
0.65	0.795	-0.8391	-0.187
0.65	0.805	-0.7285	-0.1748
0.65	0.815	-0.772	-0.2047
0.65	0.825	-0.2928	-0.1638
0.65	0.835	-0.4962	-0.2057
0.65	0.845	-0.2672	-0.2111
0.65	0.855	-0.1368	-0.2031
0.65	0.865	-0.1667	-0.1644
0.65	0.875	-0.2077	-0.1403
0.65	0.885	-0.1752	-0.1223
0.65	0.895	-0.172	-0.1386
0.65	0.905	-0.2617	-0.137
0.65	0.915	-0.1769	-0.1438
0.65	0.925	-0.3171	-0.1147
0.65	0.935	-0.3891	-0.1185
0.65	0.945	-0.383	-0.1144
0.65	0.955	-0.2313	-0.1159
0.65	0.965	-0.3088	-0.1011
0.65	0.975	-0.2539	-0.1106
0.65	0.985	-0.3933	-0.1175
0.65	0.995	-0.1297	-0.1055
0.65	1.005	-0.1495	-0.08159
0.65	1.015	-0.144	-0.08321
0.65	1.025	-0.1495	-0.09027
0.65	1.035	-0.1571	-0.1418
0.65	1.045	-0.08281	-0.2144
0.65	1.055	-0.01831	-0.0727
0.65	1.065	0.00593	0.07064
0.65	1.075	0.0118	0.1029
0.65	1.085	-0.09625	-0.07775
0.65	1.095	0.03398	0.09743
0.65	1.105	-0.1814	-0.1149
0.65	1.115	0.03783	0.08123
0.65	1.125	-0.1106	-0.08481
0.65	1.135	0.06385	0.07985
0.65	1.145	-0.09563	-0.09077
0.65	1.155	-0.1077	-0.09826
0.65	1.165	-0.0185	-0.0875
0.65	1.175	-0.01408	-0.09097
0.65	1.185	-0.1635	-0.09254
0.65	1.195	0.07149	0.09086
0.65	1.205	-0.06354	-0.08809
0.65	1.215	-0.1605	-0.09207
0.65	1.225	-0.09792	-0.117
0.65	1.235	0.01261	0.09716
0.65	1.245	0.04942	0.1007
0.65	1.255	0.08292	0.1044
0.65	1.265	0.09682	0.109
0.65	1.275	0.08236	0.1184
0.65	1.285	0.11	0.1045
0.65	1.295	0.1144	0.1038
0.65	1.305	-0.04131	-0.09858
0.65	1.315	0.04489	0.1099
0.65	1.325	0.1214	0.1125
0.65	1.335	0.1565	0.1097
0.65	1.345	0.1242	0.09759
0.65	1.355	0.07636	0.1054
0.65	1.365	-0.1006	-0.09678
0.65	1.375	0.06032	0.0957
0.65	1.385	-0.1233	-0.1033
0.65	1.395	0.09688	0.1242
0.75	0.405	0.09923	0.03306
0.75	0.415	0.04253	0.03666
0.75	0.425	0.01159	0.04111
0.75	0.435	-0.05928	-0.04855
0.75	0.445	-0.2018	-0.07343
0.75	0.455	-0.2113	-0.06474
0.75	0.465	-0.2103	-0.06425
0.75	0.475	-0.3542	-0.1978
0.75	0.485	-0.2085	-0.08242
0.75	0.495	-0.2805	-0.09731
0.75	0.505	-0.2271	-0.08858
0.75	0.515	-0.268	-0.0816
0.75	0.525	-0.189	-0.113
0.75	0.535	-0.257	-0.07616
0.75	0.545	-0.1065	-0.07463
0.75	0.555	-0.2547	-0.08653
0.75	0.565	-0.2838	-0.07369
0.75	0.575	-0.3137	-0.07517
0.75	0.585	-0.2934	-0.0881
0.75	0.595	-0.3147	-0.07063
0.75	0.605	-0.3504	-0.0935
0.75	0.615	-0.2743	-0.0917
0.75	0.625	-0.489	-0.1046
0.75	0.635	-0.4695	-0.1129
0.75	0.645	-0.4267	-0.08869
0.75	0.655	-0.4765	-0.09184
0.75	0.665	-0.5939	-0.1174
0.75	0.675	-0.7735	-0.135
0.75	0.685	-0.8354	-0.1404
0.75	0.695	-0.8362	-0.1466
0.75	0.705	-0.9692	-0.1705
0.75	0.715	-1.128	-0.185
0.75	0.725	-1.338	-0.2333
0.75	0.735	-1.328	-0.257
0.75	0.745	-1.493	-0.2365
0.75	0.755	-1.49	-0.2308
0.75	0.765	-1.518	-0.2396
0.75	0.775	-1.107	-0.1978
0.75	0.785	-1.105	-0.2001
0.75	0.795	-0.7551	-0.1535
0.75	0.805	-0.7988	-0.1826
0.75	0.815	-0.6268	-0.1465
0.75	0.825	-0.4739	-0.143
0.75	0.835	-0.4486	-0.1373
0.75	0.845	-0.4004	-0.1231
0.75	0.855	-0.3145	-0.1131
0.75	0.865	-0.257	-0.1146
0.75	0.875	-0.2341	-0.09245
0.75	0.885	-0.2111	-0.09074
0.75	0.895	-0.3518	-0.1162
0.75	0.905	-0.1213	-0.07357
0.75	0.915	-0.2665	-0.08655
0.75	0.925	-0.1334	-0.07046
0.75	0.935	-0.117	-0.07134
0.75	0.945	-0.2457	-0.07626
0.75	0.955	-0.1687	-0.06888
0.75	0.965	-0.1898	-0.07197
0.75	0.975	-0.248	-0.07559
0.75	0.985	-0.04646	-0.06821
0.75	0.995	-0.1184	-0.06723
0.75	1.005	-0.09382	-0.05656
0.75	1.015	-0.06857	-0.05875
0.75	1.025	-0.119	-0.0904
0.75	1.035	-0.1287	-0.07017
0.75	1.045	-0.1107	-0.0576
0.75	1.055	-0.08791	-0.05813
0.75	1.065	-0.03558	-0.05807
0.75	1.075	-0.2369	-0.1609
0.75	1.085	-0.05949	-0.06126
0.75	1.095	-0.1726	-0.1174
0.75	1.105	-0.2586	-0.1671
0.75	1.115	-0.1021	-0.07227
0.75	1.125	-0.1683	-0.1294
0.75	1.135	0.1315	0.09339
0.75	1.145	-0.05089	-0.07073
0.75	1.155	-0.1138	-0.104
0.75	1.165	-0.07888	-0.07697
0.75	1.175	-0.1001	-0.08547
0.75	1.185	-0.103	-0.08818
0.75	1.195	-0.09786	-0.083
0.75	1.205	-0.0478	-0.08517
0.75	1.215	-0.158	-0.09294
0.75	1.225	0.1081	0.08603
0.75	1.235	-0.1256	-0.08329
0.75	1.245	-0.07604	-0.07787
0.75	1.255	-0.03244	-0.07766
0.75	1.265	-0.1226	-0.1153
0.75	1.275	0.1941	0.09329
0.75	1.285	-0.08841	-0.07869
0.75	1.295	-0.03831	-0.07905
0.75	1.305	-0.0585	-0.08066
0.75	1.315	0.02114	0.07769
0.75	1.325	-0.05988	-0.09828
0.75	1.335	0.06467	0.09172
0.75	1.345	0.0526	0.08439
0.75	1.355	0.1627	0.1117
0.75	1.365	-0.151	-0.1173
0.75	1.375	-0.03838	-0.07625
0.75	1.385	0.04859	0.08892
0.75	1.395	-0.106	-0.08255
0.85	0.405	0.003424	0.02642
0.85	0.415	-0.03036	-0.03174
0.85	0.425	0.006555	0.03521
0.85	0.435	-0.06517	-0.04396
0.85	0.445	-0.1803	-0.07376
0.85	0.455	-0.1941	-0.0661
0.85	0.465	-0.226	-0.07069
0.85	0.475	-0.1422	-0.0567
0.85	0.485	-0.3396	-0.1381
0.85	0.495	-0.1959	-0.07125
0.85	0.505	-0.2151	-0.09135
0.85	0.515	-0.2127	-0.06768
0.85	0.525	-0.2755	-0.07468
0.85	0.535	-0.1384	-0.05963
0.85	0.545	-0.1191	-0.06655
0.85	0.555	-0.1526	-0.0585
0.85	0.565	-0.3193	-0.07488
0.85	0.575	-0.2618	-0.07167
0.85	0.585	-0.1334	-0.06423
0.85	0.595	-0.1528	-0.06244
0.85	0.605	-0.3255	-0.07856
0.85	0.615	-0.3153	-0.09049
0.85	0.625	-0.2225	-0.0756
0.85	0.635	-0.3333	-0.08669
0.85	0.645	-0.3236	-0.09123
0.85	0.655	-0.3184	-0.09447
0.85	0.665	-0.3858	-0.09715
0.85	0.675	-0.3391	-0.1026
0.85	0.685	-0.7314	-0.1396
0.85	0.695	-0.7804	-0.1431
0.85	0.705	-0.8728	-0.1542
0.85	0.715	-0.7887	-0.156
0.85	0.725	-1.086	-0.1918
0.85	0.735	-1.386	-0.2109
0.85	0.745	-1.498	-0.238
0.85	0.755	-1.318	-0.2068
0.85	0.765	-1.269	-0.2067
0.85	0.775	-1.395	-0.2194
0.85	0.785	-0.9521	-0.1682
0.85	0.795	-0.8086	-0.1599
0.85	0.805	-0.7392	-0.1525
0.85	0.815	-0.6649	-0.1264
0.85	0.825	-0.5164	-0.1062
0.85	0.835	-0.2813	-0.09415
0.85	0.845	-0.3852	-0.09073
0.85	0.855	-0.2986	-0.07343
0.85	0.865	-0.3503	-0.0837
0.85	0.875	-0.2822	-0.0753
0.85	0.885	-0.1789	-0.06941
0.85	0.895	-0.3065	-0.08309
0.85	0.905	-0.2492	-0.06835
0.85	0.915	-0.07984	-0.05442
0.85	0.925	-0.2118	-0.06843
0.85	0.935	-0.227	-0.06475
0.85	0.945	-0.1733	-0.05723
0.85	0.955	-0.1965	-0.06131
0.85	0.965	-0.1685	-0.05132
0.85	0.975	-0.1456	-0.0523
0.85	0.985	-0.2025	-0.06108
0.85	0.995	-0.1411	-0.04885
0.85	1.005	-0.06783	-0.05574
0.85	1.015	-0.1693	-0.09547
0.85	1.025	-0.1885	-0.1083
0.85	1.035	-0.1514	-0.1107
0.85	1.045	-0.1119	-0.08433
0.85	1.055	-0.08437	-0.05452
0.85	1.065	-0.1504	-0.1205
0.85	1.075	-0.0889	-0.05588
0.85	1.085	-0.1074	-0.05525
0.85	1.095	-0.1544	-0.06441
0.85	1.105	-0.18	-0.1257
0.85	1.115	-0.1738	-0.09757
0.85	1.125	-0.07687	-0.06214
0.85	1.135	-0.07299	-0.06434
0.85	1.145	-0.02567	-0.06308
0.85	1.155	-0.2064	-0.1216
0.85	1.165	-0.02674	-0.06442
0.85	1.175	0.01056	0.06992
0.85	1.185	-0.1472	-0.109
0.85	1.195	-0.05078	-0.0667
0.85	1.205	-0.08786	-0.08104
0.85	1.215	-0.119	-0.07037
0.85	1.225	-0.0341	-0.06941
0.85	1.235	0.04486	0.07843
0.85	1.245	-0.1241	-0.06768
0.85	1.255	-0.0225	-0.0702
0.85	1.265	-0.02817	-0.07392
0.85	1.275	-0.1501	-0.07273
0.85	1.285	-0.1518	-0.07801
0.85	1.295	-0.09392	-0.06834
0.85	1.305	-0.05615	-0.07454
0.85	1.315	-0.04942	-0.07357
0.85	1.325	-0.002132	-0.0943
0.85	1.335	-0.0996	-0.07551
0.85	1.345	-0.01158	-0.06985
0.85	1.355	-0.07929	-0.147
0.85	1.365	-0.02704	-0.07306
0.85	1.375	-0.09936	-0.08912
0.85	1.385	-0.09026	-0.07648
0.85	1.395	-0.116	-0.09946
0.95	0.405	-0.03302	-0.02436
0.95	0.415	-0.04827	-0.02838
0.95	0.425	-0.0753	-0.03245
0.95	0.435	-0.003404	-0.02997
0.95	0.445	-0.04255	-0.03116
0.95	0.455	-0.1041	-0.04141
0.95	0.465	-0.1873	-0.06709
0.95	0.475	-0.1226	-0.05293
0.95	0.485	-0.2297	-0.09149
0.95	0.495	-0.1812	-0.06462
0.95	0.505	-0.1772	-0.05958
0.95	0.515	-0.1672	-0.06391
0.95	0.525	-0.2371	-0.1022
0.95	0.535	-0.2592	-0.0769
0.95	0.545	-0.2298	-0.06758
0.95	0.555	-0.2032	-0.06153
0.95	0.565	-0.2043	-0.06
0.95	0.575	-0.1772	-0.05882
0.95	0.585	-0.2163	-0.09864
0.95	0.595	-0.1548	-0.09246
0.95	0.605	-0.2568	-0.07828
0.95	0.615	-0.1989	-0.0952
0.95	0.625	-0.2055	-0.07291
0.95	0.635	-0.3278	-0.08601
0.95	0.645	-0.3196	-0.08224
0.95	0.655	-0.2143	-0.08539
0.95	0.665	-0.4418	-0.09433
0.95	0.675	-0.6012	-0.1098
0.95	0.685	-0.4907	-0.1168
0.95	0.695	-0.5422	-0.14
0.95	0.705	-0.5936	-0.1557
0.95	0.715	-0.8117	-0.1542
0.95	0.725	-0.7438	-0.1684
0.95	0.735	-0.9329	-0.1609
0.95	0.745	-1.022	-0.1783
0.95	0.755	-1.093	-0.1798
0.95	0.765	-0.9939	-0.1664
0.95	0.775	-0.9863	-0.1605
0.95	0.785	-0.7906	-0.1393
0.95	0.795	-0.6484	-0.1213
0.95	0.805	-0.6891	-0.1209
0.95	0.815	-0.5823	-0.1008
0.95	0.825	-0.4608	-0.09847
0.95	0.835	-0.3569	-0.08629
0.95	0.845	-0.3599	-0.08246
0.95	0.855	-0.4007	-0.08001
0.95	0.865	-0.2812	-0.06398
0.95	0.875	-0.3154	-0.06692
0.95	0.885	-0.2596	-0.06397
0.95	0.895	-0.1694	-0.05692
0.95	0.905	-0.256	-0.06132
0.95	0.915	-0.2069	-0.05296
0.95	0.925	-0.2359	-0.0634
0.95	0.935	-0.1844	-0.05526
0.95	0.945	-0.2252	-0.05529
0.95	0.955	-0.3553	-0.06899
0.95	0.965	-0.237	-0.05416
0.95	0.975	-0.2248	-0.06064
0.95	0.985	-0.2113	-0.05239
0.95	0.995	-0.1015	-0.04949
0.95	1.005	-0.1583	-0.06644
0.95	1.015	-0.1668	-0.04849
0.95	1.025	-0.2088	-0.06165
0.95	1.035	-0.193	-0.06571
0.95	1.045	-0.2473	-0.07444
0.95	1.055	-0.1756	-0.0634
0.95	1.065	-0.1628	-0.06369
0.95	1.075	-0.1251	-0.05764
0.95	1.085	-0.06827	-0.05464
0.95	1.095	-0.1597	-0.06069
0.95	1.105	-0.1117	-0.05825
0.95	1.115	-0.1564	-0.06431
0.95	1.125	-0.0394	-0.06601
0.95	1.135	-0.175	-0.06802
0.95	1.145	-0.1662	-0.06578
0.95	1.155	-0.04971	-0.06942
0.95	1.165	-0.04868	-0.06309
0.95	1.175	-0.1175	-0.1031
0.95	1.185	-0.234	-0.1246
0.95	1.195	-0.1417	-0.1097
0.95	1.205	-0.1039	-0.06137
0.95	1.215	-0.07412	-0.06213
0.95	1.225	-0.16	-0.06448
0.95	1.235	-0.1472	-0.0643
0.95	1.245	-0.1263	-0.08851
0.95	1.255	-0.2769	-0.1066
0.95	1.265	-0.1905	-0.07825
0.95	1.275	-0.09419	-0.06856
0.95	1.285	-0.1787	-0.114
0.95	1.295	-0.07169	-0.06839
0.95	1.305	-0.06714	-0.07096
0.95	1.315	-0.08242	-0.07731
0.95	1.325	-0.15	-0.09754
0.95	1.335	0.01632	0.07661
0.95	1.345	-0.09196	-0.07738
0.95	1.355	-0.08978	-0.07129
0.95	1.365	-0.1018	-0.09652
0.95	1.375	-0.1712	-0.1068
0.95	1.385	-0.1575	-0.079
0.95	1.395	-0.02621	-0.06794
