CLAS physics database search results
Measurement E28M6
g11
M. Battaglieri
2009

-t variable	M(pi+,pi-)	Y_10	Data errors
0.55	0.675	-1.474	-0.2688
0.55	0.685	-1.651	-0.2559
0.55	0.695	-2.247	-0.3715
0.55	0.705	-2.407	-0.3956
0.55	0.715	-2.465	-0.3673
0.55	0.725	-2.932	-0.4135
0.55	0.735	-3.184	-0.5014
0.55	0.745	-3.417	-0.495
0.55	0.755	-3.036	-0.5486
0.55	0.765	-3.066	-0.6047
0.55	0.775	-2.834	-0.5082
0.55	0.785	-2.071	-0.4883
0.55	0.795	-1.404	-0.2601
0.55	0.805	-0.9397	-0.258
0.55	0.815	-1.035	-0.2939
0.55	0.825	-0.7796	-0.3624
0.55	0.835	-0.6788	-0.2064
0.55	0.845	-0.4586	-0.1802
0.55	0.855	-0.3705	-0.1313
0.55	0.865	-0.2692	-0.1796
0.55	0.875	-0.1666	-0.1342
0.55	0.885	-0.3474	-0.177
0.55	0.895	-0.3311	-0.1628
0.55	0.905	-0.0641	-0.1199
0.55	0.915	-0.4055	-0.1535
0.55	0.925	-0.409	-0.1357
0.55	0.935	-0.3871	-0.176
0.55	0.945	-0.3769	-0.1371
0.55	0.955	-0.2686	-0.139
0.55	0.965	-0.5166	-0.1591
0.55	0.975	-0.647	-0.1462
0.55	0.985	-0.7043	-0.1497
0.55	0.995	-0.2955	-0.1725
0.55	1.005	-0.3789	-0.1522
0.55	1.015	-0.4629	-0.1488
0.55	1.025	-0.4043	-0.1834
0.55	1.035	-0.491	-0.2034
0.55	1.045	-0.39	-0.1889
0.55	1.055	-0.3766	-0.1475
0.55	1.065	-0.3739	-0.1624
0.55	1.075	-0.3808	-0.2094
0.55	1.085	-0.2303	-0.1037
0.55	1.095	-0.3775	-0.1429
0.55	1.105	-0.486	-0.1657
0.55	1.115	-0.3081	-0.2002
0.55	1.125	-0.1944	-0.1767
0.55	1.135	-0.1872	-0.1869
0.55	1.145	-0.4473	-0.138
0.55	1.155	-0.3008	-0.1354
0.55	1.165	-0.4624	-0.1972
0.55	1.175	-0.3529	-0.162
0.55	1.185	-0.5266	-0.2206
0.55	1.195	-0.4072	-0.2226
0.55	1.205	-0.2107	-0.2003
0.55	1.215	-0.1003	-0.128
0.55	1.225	-0.4273	-0.2008
0.55	1.235	-0.08245	-0.1779
0.55	1.245	-0.2031	-0.2081
0.55	1.255	-0.004	-0.167
0.55	1.265	-0.07908	-0.168
0.55	1.275	0.05266	0.1896
0.55	1.285	-0.01012	-0.1755
0.55	1.295	-0.01877	-0.163
0.55	1.305	0.09616	0.1811
0.55	1.315	-0.2904	-0.2237
0.55	1.325	-0.03181	-0.2079
0.55	1.335	-0.1576	-0.1382
0.55	1.345	-0.1183	-0.2217
0.55	1.355	-0.2014	-0.1502
0.55	1.365	0.09593	0.1424
0.55	1.375	-0.2422	-0.2217
0.55	1.385	-0.1859	-0.1855
0.55	1.395	-0.1262	-0.1715
0.65	0.405	0.06237	0.04376
0.65	0.415	0.02107	0.04836
0.65	0.425	-0.05427	-0.05404
0.65	0.435	-0.1388	-0.07413
0.65	0.445	-0.3912	-0.1062
0.65	0.455	-0.3485	-0.1001
0.65	0.465	-0.5882	-0.1956
0.65	0.475	-0.3912	-0.1582
0.65	0.485	-0.3928	-0.1273
0.65	0.495	-0.4108	-0.09387
0.65	0.505	-0.4367	-0.1388
0.65	0.515	-0.3943	-0.08555
0.65	0.525	-0.4456	-0.08869
0.65	0.535	-0.4072	-0.09033
0.65	0.545	-0.4281	-0.09873
0.65	0.555	-0.4472	-0.09552
0.65	0.565	-0.4251	-0.08346
0.65	0.575	-0.5266	-0.1161
0.65	0.585	-0.5909	-0.09824
0.65	0.595	-0.6374	-0.1012
0.65	0.605	-0.5597	-0.101
0.65	0.615	-0.5695	-0.1029
0.65	0.625	-0.7215	-0.1183
0.65	0.635	-0.8245	-0.1314
0.65	0.645	-0.8524	-0.1347
0.65	0.655	-1.004	-0.1838
0.65	0.665	-1.052	-0.1659
0.65	0.675	-1.161	-0.1955
0.65	0.685	-1.019	-0.1824
0.65	0.695	-1.546	-0.2465
0.65	0.705	-1.641	-0.306
0.65	0.715	-1.737	-0.2865
0.65	0.725	-2.079	-0.3156
0.65	0.735	-1.937	-0.3004
0.65	0.745	-2.349	-0.3566
0.65	0.755	-2.218	-0.3412
0.65	0.765	-2.201	-0.327
0.65	0.775	-2.064	-0.3413
0.65	0.785	-1.694	-0.355
0.65	0.795	-1.27	-0.2886
0.65	0.805	-1.032	-0.2515
0.65	0.815	-0.855	-0.2015
0.65	0.825	-0.5922	-0.1821
0.65	0.835	-0.7101	-0.1742
0.65	0.845	-0.5181	-0.1323
0.65	0.855	-0.3904	-0.168
0.65	0.865	-0.3215	-0.149
0.65	0.875	-0.2389	-0.1275
0.65	0.885	-0.269	-0.1411
0.65	0.895	-0.2352	-0.1184
0.65	0.905	-0.2543	-0.1326
0.65	0.915	-0.2741	-0.1072
0.65	0.925	-0.1047	-0.105
0.65	0.935	-0.0005183	-0.1085
0.65	0.945	-0.2876	-0.1058
0.65	0.955	-0.1856	-0.09667
0.65	0.965	-0.2987	-0.1067
0.65	0.975	-0.3702	-0.1089
0.65	0.985	-0.3985	-0.09638
0.65	0.995	-0.1892	-0.09885
0.65	1.005	-0.0218	-0.08628
0.65	1.015	-0.2499	-0.145
0.65	1.025	-0.1759	-0.1136
0.65	1.035	-0.1783	-0.09815
0.65	1.045	-0.1406	-0.08788
0.65	1.055	-0.1078	-0.09261
0.65	1.065	-0.1796	-0.07489
0.65	1.075	-0.06368	-0.08764
0.65	1.085	-0.1273	-0.08651
0.65	1.095	-0.1051	-0.1037
0.65	1.105	-0.1673	-0.1096
0.65	1.115	-0.1718	-0.1012
0.65	1.125	-0.2347	-0.1046
0.65	1.135	-0.1734	-0.1012
0.65	1.145	-0.2285	-0.1201
0.65	1.155	-0.2121	-0.0973
0.65	1.165	-0.2744	-0.1607
0.65	1.175	-0.2263	-0.1288
0.65	1.185	-0.04901	-0.1093
0.65	1.195	-0.1041	-0.1158
0.65	1.205	-0.1694	-0.1201
0.65	1.215	-0.3123	-0.1161
0.65	1.225	0.0066	0.1033
0.65	1.235	-0.2545	-0.1094
0.65	1.245	-0.1521	-0.1176
0.65	1.255	0.06001	0.1128
0.65	1.265	0.07382	0.1093
0.65	1.275	0.04026	0.09993
0.65	1.285	-0.07392	-0.1172
0.65	1.295	-0.1403	-0.1033
0.65	1.305	-0.11	-0.1069
0.65	1.315	0.09667	0.1079
0.65	1.325	-0.09255	-0.1006
0.65	1.335	-0.1543	-0.1426
0.65	1.345	-0.005739	-0.1363
0.65	1.355	-0.01395	-0.1308
0.65	1.365	0.08419	0.1045
0.65	1.375	-0.1317	-0.1022
0.65	1.385	-0.1072	-0.112
0.65	1.395	-0.1825	-0.1138
0.75	0.405	-0.0172	-0.0329
0.75	0.415	-0.06511	-0.03765
0.75	0.425	-0.05096	-0.04485
0.75	0.435	-0.2378	-0.06013
0.75	0.445	-0.1307	-0.06211
0.75	0.455	-0.355	-0.1011
0.75	0.465	-0.2951	-0.08896
0.75	0.475	-0.3965	-0.1026
0.75	0.485	-0.2534	-0.1116
0.75	0.495	-0.2928	-0.08189
0.75	0.505	-0.3268	-0.09935
0.75	0.515	-0.3503	-0.09712
0.75	0.525	-0.4044	-0.08689
0.75	0.535	-0.352	-0.08152
0.75	0.545	-0.4997	-0.08609
0.75	0.555	-0.334	-0.08246
0.75	0.565	-0.3397	-0.1089
0.75	0.575	-0.344	-0.1224
0.75	0.585	-0.3351	-0.07928
0.75	0.595	-0.4049	-0.08356
0.75	0.605	-0.5208	-0.1033
0.75	0.615	-0.4477	-0.08755
0.75	0.625	-0.4332	-0.1178
0.75	0.635	-0.4711	-0.108
0.75	0.645	-0.5272	-0.1014
0.75	0.655	-0.6786	-0.1135
0.75	0.665	-0.8629	-0.1554
0.75	0.675	-0.8009	-0.1596
0.75	0.685	-1.126	-0.1949
0.75	0.695	-1.408	-0.2182
0.75	0.705	-1.365	-0.2193
0.75	0.715	-1.844	-0.2842
0.75	0.725	-1.845	-0.2854
0.75	0.735	-1.946	-0.3156
0.75	0.745	-1.971	-0.3019
0.75	0.755	-1.982	-0.3065
0.75	0.765	-1.981	-0.3243
0.75	0.775	-2.051	-0.3172
0.75	0.785	-1.296	-0.2283
0.75	0.795	-1.121	-0.2118
0.75	0.805	-0.7124	-0.1778
0.75	0.815	-0.8855	-0.1712
0.75	0.825	-0.5933	-0.1829
0.75	0.835	-0.4551	-0.1421
0.75	0.845	-0.4818	-0.1167
0.75	0.855	-0.4146	-0.1222
0.75	0.865	-0.3526	-0.1236
0.75	0.875	-0.2705	-0.1016
0.75	0.885	-0.3796	-0.09913
0.75	0.895	-0.3017	-0.1047
0.75	0.905	-0.3089	-0.08954
0.75	0.915	-0.2012	-0.07577
0.75	0.925	-0.2474	-0.08919
0.75	0.935	-0.2406	-0.08202
0.75	0.945	-0.3967	-0.08761
0.75	0.955	-0.2393	-0.07779
0.75	0.965	-0.314	-0.0787
0.75	0.975	-0.2158	-0.07348
0.75	0.985	-0.2709	-0.07576
0.75	0.995	-0.18	-0.06618
0.75	1.005	-0.2601	-0.07163
0.75	1.015	-0.253	-0.07031
0.75	1.025	-0.184	-0.06775
0.75	1.035	-0.2657	-0.1646
0.75	1.045	-0.04665	-0.06476
0.75	1.055	-0.3739	-0.1567
0.75	1.065	-0.1601	-0.07043
0.75	1.075	-0.1123	-0.1155
0.75	1.085	-0.1742	-0.07418
0.75	1.095	-0.1359	-0.07305
0.75	1.105	-0.1834	-0.1039
0.75	1.115	-0.05909	-0.07329
0.75	1.125	-0.1679	-0.09808
0.75	1.135	-0.221	-0.09244
0.75	1.145	-0.08705	-0.104
0.75	1.155	-0.09035	-0.08369
0.75	1.165	-0.08974	-0.08502
0.75	1.175	-0.1006	-0.08888
0.75	1.185	-0.1586	-0.08971
0.75	1.195	-0.09921	-0.09699
0.75	1.205	-0.05485	-0.0842
0.75	1.215	0.02904	0.09153
0.75	1.225	-0.05518	-0.09412
0.75	1.235	-0.2164	-0.09283
0.75	1.245	-0.03536	-0.08626
0.75	1.255	0.23	0.09657
0.75	1.265	-0.0795	-0.0981
0.75	1.275	0.02173	0.0861
0.75	1.285	-0.05901	-0.08425
0.75	1.295	-0.1233	-0.08791
0.75	1.305	-0.06348	-0.08611
0.75	1.315	-0.0419	-0.09201
0.75	1.325	-0.1135	-0.09486
0.75	1.335	0.0298	0.086
0.75	1.345	-0.0428	-0.0862
0.75	1.355	-0.2679	-0.1058
0.75	1.365	-0.04922	-0.08593
0.75	1.375	0.07748	0.08474
0.75	1.385	0.09621	0.0863
0.75	1.395	0.001195	0.07809
0.85	0.405	-0.0009684	-0.02801
0.85	0.415	-0.08043	-0.03974
0.85	0.425	-0.1236	-0.03942
0.85	0.435	-0.1607	-0.04244
0.85	0.445	-0.2282	-0.05913
0.85	0.455	-0.2356	-0.08486
0.85	0.465	-0.3575	-0.08756
0.85	0.475	-0.2678	-0.07758
0.85	0.485	-0.3514	-0.1158
0.85	0.495	-0.4966	-0.1508
0.85	0.505	-0.4127	-0.08888
0.85	0.515	-0.2657	-0.08474
0.85	0.525	-0.5081	-0.1166
0.85	0.535	-0.4116	-0.09403
0.85	0.545	-0.2848	-0.09325
0.85	0.555	-0.3317	-0.07261
0.85	0.565	-0.4223	-0.1131
0.85	0.575	-0.3599	-0.09088
0.85	0.585	-0.4175	-0.09147
0.85	0.595	-0.3575	-0.09452
0.85	0.605	-0.315	-0.09274
0.85	0.615	-0.4567	-0.1011
0.85	0.625	-0.34	-0.08784
0.85	0.635	-0.5573	-0.1205
0.85	0.645	-0.4868	-0.1017
0.85	0.655	-0.5415	-0.1111
0.85	0.665	-0.5716	-0.1319
0.85	0.675	-0.5926	-0.1356
0.85	0.685	-1.033	-0.1757
0.85	0.695	-0.9791	-0.1725
0.85	0.705	-1.101	-0.1939
0.85	0.715	-1.484	-0.2368
0.85	0.725	-1.454	-0.2351
0.85	0.735	-1.845	-0.2658
0.85	0.745	-1.974	-0.3062
0.85	0.755	-1.563	-0.2641
0.85	0.765	-1.821	-0.2848
0.85	0.775	-1.568	-0.2485
0.85	0.785	-1.345	-0.213
0.85	0.795	-1.076	-0.1911
0.85	0.805	-0.9571	-0.1637
0.85	0.815	-0.6872	-0.1298
0.85	0.825	-0.6585	-0.1499
0.85	0.835	-0.5256	-0.1107
0.85	0.845	-0.5153	-0.1068
0.85	0.855	-0.4606	-0.1251
0.85	0.865	-0.3231	-0.07716
0.85	0.875	-0.2402	-0.07437
0.85	0.885	-0.2346	-0.07041
0.85	0.895	-0.2247	-0.06982
0.85	0.905	-0.3478	-0.07952
0.85	0.915	-0.285	-0.07349
0.85	0.925	-0.2834	-0.07118
0.85	0.935	-0.3594	-0.09029
0.85	0.945	-0.3046	-0.07472
0.85	0.955	-0.3885	-0.0823
0.85	0.965	-0.3209	-0.07589
0.85	0.975	-0.2235	-0.06686
0.85	0.985	-0.3046	-0.07095
0.85	0.995	-0.3131	-0.08321
0.85	1.005	-0.2466	-0.06479
0.85	1.015	-0.1438	-0.05734
0.85	1.025	-0.3173	-0.08332
0.85	1.035	-0.2789	-0.1206
0.85	1.045	-0.1743	-0.122
0.85	1.055	-0.2718	-0.1248
0.85	1.065	-0.1163	-0.07104
0.85	1.075	-0.1812	-0.08267
0.85	1.085	-0.2356	-0.1089
0.85	1.095	-0.1226	-0.06602
0.85	1.105	-0.1438	-0.06605
0.85	1.115	-0.1136	-0.07416
0.85	1.125	-0.2759	-0.09117
0.85	1.135	-0.08717	-0.07542
0.85	1.145	-0.1258	-0.08342
0.85	1.155	-0.1656	-0.07656
0.85	1.165	-0.1578	-0.08916
0.85	1.175	-0.1801	-0.07511
0.85	1.185	-0.1132	-0.08964
0.85	1.195	-0.1241	-0.08189
0.85	1.205	-0.1999	-0.07817
0.85	1.215	-0.2211	-0.07774
0.85	1.225	-0.223	-0.08453
0.85	1.235	-0.1351	-0.07604
0.85	1.245	-0.08044	-0.07351
0.85	1.255	-0.1954	-0.08343
0.85	1.265	-0.1975	-0.07925
0.85	1.275	-0.2843	-0.0855
0.85	1.285	-0.08583	-0.08044
0.85	1.295	-0.06354	-0.07435
0.85	1.305	-0.1075	-0.09848
0.85	1.315	-0.2689	-0.1323
0.85	1.325	-0.06437	-0.07421
0.85	1.335	-0.08758	-0.07927
0.85	1.345	-0.1812	-0.07908
0.85	1.355	-0.09607	-0.08015
0.85	1.365	-0.2206	-0.1136
0.85	1.375	0.0519	0.07434
0.85	1.385	0.04167	0.07026
0.85	1.395	-0.07132	-0.06789
0.95	0.405	-0.1019	-0.03245
0.95	0.415	-0.1018	-0.032
0.95	0.425	-0.1097	-0.03422
0.95	0.435	-0.09405	-0.03303
0.95	0.445	-0.1183	-0.03981
0.95	0.455	-0.143	-0.05155
0.95	0.465	-0.25	-0.08159
0.95	0.475	-0.3396	-0.08248
0.95	0.485	-0.2314	-0.06644
0.95	0.495	-0.3815	-0.1264
0.95	0.505	-0.4106	-0.1061
0.95	0.515	-0.2255	-0.08065
0.95	0.525	-0.3558	-0.08986
0.95	0.535	-0.2697	-0.07312
0.95	0.545	-0.2359	-0.06541
0.95	0.555	-0.3223	-0.06879
0.95	0.565	-0.224	-0.06853
0.95	0.575	-0.1384	-0.07281
0.95	0.585	-0.2347	-0.07453
0.95	0.595	-0.2676	-0.09273
0.95	0.605	-0.3526	-0.1244
0.95	0.615	-0.3698	-0.08727
0.95	0.625	-0.3454	-0.09288
0.95	0.635	-0.389	-0.1031
0.95	0.645	-0.2973	-0.1272
0.95	0.655	-0.4874	-0.1104
0.95	0.665	-0.4857	-0.1059
0.95	0.675	-0.5484	-0.1339
0.95	0.685	-0.5509	-0.1248
0.95	0.695	-0.6628	-0.1385
0.95	0.705	-0.8313	-0.1542
0.95	0.715	-1.028	-0.1678
0.95	0.725	-1.199	-0.1905
0.95	0.735	-1.413	-0.2173
0.95	0.745	-1.21	-0.1971
0.95	0.755	-1.314	-0.2065
0.95	0.765	-1.195	-0.1999
0.95	0.775	-1.372	-0.2023
0.95	0.785	-1.137	-0.1794
0.95	0.795	-0.9206	-0.1431
0.95	0.805	-0.8901	-0.1439
0.95	0.815	-0.7129	-0.1213
0.95	0.825	-0.465	-0.09393
0.95	0.835	-0.4483	-0.09475
0.95	0.845	-0.482	-0.09908
0.95	0.855	-0.4747	-0.09169
0.95	0.865	-0.4411	-0.09078
0.95	0.875	-0.4507	-0.08582
0.95	0.885	-0.4092	-0.09312
0.95	0.895	-0.2803	-0.07531
0.95	0.905	-0.2157	-0.06734
0.95	0.915	-0.3275	-0.07224
0.95	0.925	-0.3445	-0.07789
0.95	0.935	-0.3118	-0.07278
0.95	0.945	-0.3403	-0.07557
0.95	0.955	-0.3523	-0.0784
0.95	0.965	-0.323	-0.06453
0.95	0.975	-0.3676	-0.08026
0.95	0.985	-0.2893	-0.07511
0.95	0.995	-0.3628	-0.1283
0.95	1.005	-0.1918	-0.07599
0.95	1.015	-0.2943	-0.1052
0.95	1.025	-0.1387	-0.05993
0.95	1.035	-0.2925	-0.08523
0.95	1.045	-0.2435	-0.1086
0.95	1.055	-0.1904	-0.1017
0.95	1.065	-0.102	-0.07522
0.95	1.075	-0.2414	-0.08328
0.95	1.085	-0.1477	-0.07362
0.95	1.095	-0.1112	-0.06922
0.95	1.105	-0.2075	-0.0903
0.95	1.115	-0.2448	-0.06991
0.95	1.125	-0.1869	-0.07027
0.95	1.135	-0.172	-0.07896
0.95	1.145	-0.1824	-0.07657
0.95	1.155	-0.3369	-0.1449
0.95	1.165	-0.1323	-0.06893
0.95	1.175	-0.08256	-0.06247
0.95	1.185	-0.2958	-0.08877
0.95	1.195	-0.2006	-0.06655
0.95	1.205	-0.2505	-0.06894
0.95	1.215	-0.1995	-0.07725
0.95	1.225	-0.3074	-0.08346
0.95	1.235	-0.2508	-0.0831
0.95	1.245	-0.1197	-0.07035
0.95	1.255	-0.3197	-0.1225
0.95	1.265	-0.1985	-0.1196
0.95	1.275	-0.1054	-0.1003
0.95	1.285	-0.2796	-0.1206
0.95	1.295	-0.2294	-0.08644
0.95	1.305	-0.1361	-0.07076
0.95	1.315	-0.1561	-0.06986
0.95	1.325	-0.2061	-0.06713
0.95	1.335	-0.1101	-0.07519
0.95	1.345	-0.1052	-0.07032
0.95	1.355	-0.1496	-0.1231
0.95	1.365	-0.2485	-0.08066
0.95	1.375	-0.2008	-0.09552
0.95	1.385	-0.1423	-0.1041
0.95	1.395	-0.1632	-0.07438
