CLAS physics database search results
Measurement E28M10
g11
M. Battaglieri
2009

-t variable	M(pi+,pi-)	Y_11	Data errors
0.55	0.625	0.3503	0.2381
0.55	0.635	-0.1901	-0.35
0.55	0.645	0.06698	0.245
0.55	0.655	-0.1587	-0.497
0.55	0.665	-0.1844	-0.4076
0.55	0.675	-0.1038	-0.4515
0.55	0.685	0.02255	0.459
0.55	0.695	-0.1604	-0.3862
0.55	0.705	-0.05943	-0.5206
0.55	0.715	-0.4989	-0.6527
0.55	0.725	-0.8033	-0.6872
0.55	0.735	-1.439	-0.6512
0.55	0.745	-1.463	-0.7205
0.55	0.755	-1.648	-0.6215
0.55	0.765	-1.262	-0.3708
0.55	0.775	-1.482	-0.7274
0.55	0.785	-1.162	-0.4874
0.55	0.795	-1.096	-0.3418
0.55	0.805	-1.185	-0.2937
0.55	0.815	-0.8866	-0.4762
0.55	0.825	-0.4646	-0.317
0.55	0.835	-0.7609	-0.2761
0.55	0.845	-0.2303	-0.4409
0.55	0.855	-0.4233	-0.4604
0.55	0.865	-0.6854	-0.4663
0.55	0.875	-0.2537	-0.2727
0.55	0.885	-0.2873	-0.2252
0.55	0.895	-0.6753	-0.2175
0.55	0.905	-0.2134	-0.2668
0.55	0.915	-0.4597	-0.2163
0.55	0.925	-0.7278	-0.2022
0.55	0.935	-0.6312	-0.2067
0.55	0.945	-0.6708	-0.1963
0.55	0.955	-0.6589	-0.2048
0.55	0.965	-0.6999	-0.2422
0.55	0.975	-0.8466	-0.1746
0.55	0.985	-0.7717	-0.1616
0.55	0.995	-0.5883	-0.3868
0.55	1.005	-0.0928	-0.1831
0.55	1.015	-0.5065	-0.1738
0.55	1.025	-0.4785	-0.2005
0.55	1.035	-0.2926	-0.1627
0.55	1.045	-0.2329	-0.1286
0.55	1.055	-0.2518	-0.1605
0.55	1.065	-0.1953	-0.1724
0.55	1.075	-0.2932	-0.2122
0.55	1.085	-0.07549	-0.2224
0.55	1.095	-0.2764	-0.1136
0.55	1.105	-0.157	-0.1355
0.55	1.115	-0.05064	-0.1305
0.55	1.125	-0.2183	-0.1939
0.55	1.135	-0.03179	-0.1326
0.55	1.145	-0.1614	-0.1104
0.55	1.155	-0.03888	-0.1437
0.55	1.165	-0.06453	-0.1327
0.55	1.175	-0.04418	-0.1386
0.55	1.185	-0.05816	-0.1585
0.55	1.195	0.08773	0.2026
0.55	1.205	0.1503	0.1397
0.55	1.215	0.1171	0.2654
0.55	1.225	0.04764	0.1788
0.55	1.235	0.3069	0.184
0.55	1.245	0.1312	0.1239
0.55	1.255	0.2641	0.1684
0.55	1.265	0.1545	0.1454
0.55	1.275	0.1606	0.1339
0.55	1.285	0.1757	0.1343
0.55	1.295	0.2632	0.1595
0.55	1.305	0.3221	0.1574
0.55	1.315	0.05919	0.1375
0.55	1.325	0.2509	0.1764
0.55	1.335	0.2001	0.1262
0.55	1.345	0.2348	0.1245
0.55	1.355	0.2498	0.1404
0.55	1.365	0.3884	0.1743
0.55	1.375	0.0403	0.1469
0.55	1.385	0.2434	0.1524
0.55	1.395	0.1655	0.1281
0.65	0.405	0.09436	0.03751
0.65	0.415	0.07856	0.03892
0.65	0.425	0.02946	0.04903
0.65	0.435	0.1088	0.06552
0.65	0.445	0.2026	0.07858
0.65	0.455	0.1758	0.09683
0.65	0.465	0.3041	0.09734
0.65	0.475	0.2543	0.1249
0.65	0.485	0.18	0.09045
0.65	0.495	0.1421	0.1395
0.65	0.505	0.3168	0.1313
0.65	0.515	0.1584	0.09686
0.65	0.525	0.2746	0.1096
0.65	0.535	0.2285	0.1377
0.65	0.545	0.3427	0.1379
0.65	0.555	0.2091	0.1077
0.65	0.565	0.2925	0.1411
0.65	0.575	0.1317	0.1569
0.65	0.585	0.2459	0.1386
0.65	0.595	0.2143	0.1192
0.65	0.605	0.2497	0.1436
0.65	0.615	0.0196	0.1223
0.65	0.625	0.2449	0.1461
0.65	0.635	0.1834	0.1323
0.65	0.645	0.02467	0.1401
0.65	0.655	0.2229	0.1956
0.65	0.665	0.07477	0.1983
0.65	0.675	0.004221	0.1454
0.65	0.685	-0.2111	-0.1884
0.65	0.695	-0.1433	-0.1798
0.65	0.705	0.03764	0.1767
0.65	0.715	-0.2522	-0.1856
0.65	0.725	-0.2116	-0.1881
0.65	0.735	-0.4461	-0.2895
0.65	0.745	-0.5061	-0.2579
0.65	0.755	-0.9179	-0.2398
0.65	0.765	-0.6659	-0.2664
0.65	0.775	-1.177	-0.4126
0.65	0.785	-0.6833	-0.2483
0.65	0.795	-0.6175	-0.2121
0.65	0.805	-1.002	-0.3064
0.65	0.815	-0.4147	-0.1816
0.65	0.825	-0.6864	-0.2383
0.65	0.835	-0.7801	-0.2294
0.65	0.845	-0.4867	-0.2248
0.65	0.855	-0.5963	-0.2542
0.65	0.865	-0.2416	-0.2422
0.65	0.875	-0.6107	-0.1563
0.65	0.885	-0.4935	-0.2251
0.65	0.895	-0.5007	-0.2288
0.65	0.905	-0.5099	-0.1838
0.65	0.915	-0.1436	-0.253
0.65	0.925	-0.262	-0.1971
0.65	0.935	-0.317	-0.2101
0.65	0.945	-0.4228	-0.1993
0.65	0.955	-0.3401	-0.1744
0.65	0.965	-0.3123	-0.1568
0.65	0.975	-0.424	-0.1828
0.65	0.985	-0.3125	-0.1135
0.65	0.995	-0.1766	-0.1183
0.65	1.005	-0.09509	-0.129
0.65	1.015	-0.0464	-0.1309
0.65	1.025	-0.2405	-0.2298
0.65	1.035	0.01665	0.1737
0.65	1.045	-0.06936	-0.1018
0.65	1.055	-0.01223	-0.1728
0.65	1.065	-0.001105	-0.1433
0.65	1.075	0.04597	0.115
0.65	1.085	-0.157	-0.1224
0.65	1.095	-0.05206	-0.1437
0.65	1.105	-0.2175	-0.1861
0.65	1.115	0.0007502	0.1344
0.65	1.125	-0.047	-0.1005
0.65	1.135	0.09062	0.1287
0.65	1.145	0.1092	0.2003
0.65	1.155	0.0007133	0.1785
0.65	1.165	-0.0573	-0.1455
0.65	1.175	0.08685	0.1385
0.65	1.185	0.2516	0.1938
0.65	1.195	0.2022	0.1678
0.65	1.205	0.1653	0.1764
0.65	1.215	0.067	0.1626
0.65	1.225	0.2458	0.1998
0.65	1.235	0.1457	0.1945
0.65	1.245	0.1806	0.1562
0.65	1.255	0.122	0.1121
0.65	1.265	0.2637	0.1538
0.65	1.275	0.3141	0.1948
0.65	1.285	0.212	0.1358
0.65	1.295	0.3543	0.1573
0.65	1.305	0.1442	0.1378
0.65	1.315	0.3207	0.1389
0.65	1.325	0.1481	0.1358
0.65	1.335	0.1921	0.1755
0.65	1.345	0.05231	0.1001
0.65	1.355	0.2714	0.1255
0.65	1.365	0.3735	0.1583
0.65	1.375	0.1639	0.1132
0.65	1.385	0.195	0.1326
0.65	1.395	0.2653	0.1357
0.75	0.405	0.05183	0.02304
0.75	0.415	0.0615	0.026
0.75	0.425	0.0983	0.03503
0.75	0.435	0.08975	0.03453
0.75	0.445	0.08365	0.03926
0.75	0.455	0.1492	0.04674
0.75	0.465	0.1141	0.04303
0.75	0.475	0.1598	0.06575
0.75	0.485	0.04735	0.138
0.75	0.495	0.1233	0.06984
0.75	0.505	0.07453	0.1439
0.75	0.515	0.2141	0.08922
0.75	0.525	0.1508	0.06825
0.75	0.535	0.1817	0.07412
0.75	0.545	0.3368	0.08235
0.75	0.555	0.2277	0.08828
0.75	0.565	0.1698	0.1411
0.75	0.575	0.1587	0.1735
0.75	0.585	0.1696	0.09886
0.75	0.595	0.2113	0.08815
0.75	0.605	0.1896	0.1131
0.75	0.615	0.1661	0.08645
0.75	0.625	0.1158	0.168
0.75	0.635	0.2983	0.1106
0.75	0.645	0.1696	0.1061
0.75	0.655	0.0548	0.1235
0.75	0.665	0.3422	0.1584
0.75	0.675	0.2424	0.2122
0.75	0.685	0.3102	0.2008
0.75	0.695	0.1943	0.1401
0.75	0.705	-0.04633	-0.1521
0.75	0.715	0.2287	0.1944
0.75	0.725	-0.01903	-0.1743
0.75	0.735	0.2175	0.2023
0.75	0.745	-0.1439	-0.1645
0.75	0.755	-0.3318	-0.1526
0.75	0.765	-0.4506	-0.2674
0.75	0.775	-0.4356	-0.1545
0.75	0.785	-0.3147	-0.2136
0.75	0.795	-0.4786	-0.1718
0.75	0.805	-0.5387	-0.2263
0.75	0.815	-0.5092	-0.2542
0.75	0.825	-0.2624	-0.1435
0.75	0.835	-0.2985	-0.167
0.75	0.845	-0.2935	-0.1786
0.75	0.855	-0.2408	-0.1613
0.75	0.865	-0.1618	-0.2147
0.75	0.875	-0.3502	-0.1857
0.75	0.885	-0.1427	-0.1264
0.75	0.895	-0.2307	-0.1759
0.75	0.905	-0.2174	-0.1328
0.75	0.915	-0.1235	-0.1071
0.75	0.925	-0.295	-0.1826
0.75	0.935	-0.1897	-0.1576
0.75	0.945	-0.294	-0.1382
0.75	0.955	-0.2728	-0.11
0.75	0.965	-0.3169	-0.1015
0.75	0.975	-0.08325	-0.09753
0.75	0.985	-0.298	-0.09027
0.75	0.995	-0.08353	-0.08375
0.75	1.005	-0.001091	-0.1068
0.75	1.015	-0.2191	-0.06896
0.75	1.025	-0.0272	-0.08019
0.75	1.035	-0.05562	-0.08771
0.75	1.045	-0.04658	-0.09147
0.75	1.055	0.01435	0.09888
0.75	1.065	0.03768	0.09285
0.75	1.075	0.1829	0.1206
0.75	1.085	0.0557	0.09428
0.75	1.095	-0.02502	-0.09554
0.75	1.105	0.1834	0.1537
0.75	1.115	0.1805	0.1236
0.75	1.125	0.06836	0.154
0.75	1.135	0.05828	0.1182
0.75	1.145	0.1728	0.1805
0.75	1.155	0.2728	0.1836
0.75	1.165	0.1972	0.1541
0.75	1.175	0.2135	0.1372
0.75	1.185	0.148	0.154
0.75	1.195	0.2869	0.144
0.75	1.205	0.1919	0.1174
0.75	1.215	0.3302	0.1868
0.75	1.225	0.1826	0.1381
0.75	1.235	0.1828	0.1396
0.75	1.245	0.2307	0.1322
0.75	1.255	0.437	0.1692
0.75	1.265	0.0872	0.1078
0.75	1.275	0.2656	0.1144
0.75	1.285	0.2326	0.138
0.75	1.295	0.1786	0.1407
0.75	1.305	0.3655	0.1884
0.75	1.315	0.1843	0.175
0.75	1.325	0.09886	0.106
0.75	1.335	0.1586	0.1133
0.75	1.345	0.2119	0.1375
0.75	1.355	0.215	0.1333
0.75	1.365	0.1826	0.1079
0.75	1.375	0.1245	0.1047
0.75	1.385	0.05837	0.1268
0.75	1.395	0.2069	0.1488
0.85	0.405	0.03504	0.0199
0.85	0.415	0.03715	0.02207
0.85	0.425	0.05018	0.02344
0.85	0.435	0.05192	0.02706
0.85	0.445	0.06034	0.03206
0.85	0.455	0.04446	0.04178
0.85	0.465	0.08481	0.03514
0.85	0.475	0.1019	0.03689
0.85	0.485	0.09289	0.04125
0.85	0.495	0.1605	0.05434
0.85	0.505	0.1332	0.06383
0.85	0.515	0.1078	0.04676
0.85	0.525	0.1895	0.0582
0.85	0.535	0.2001	0.07154
0.85	0.545	0.121	0.08049
0.85	0.555	0.1544	0.06521
0.85	0.565	0.1557	0.128
0.85	0.575	0.1902	0.1192
0.85	0.585	0.1499	0.07348
0.85	0.595	0.164	0.09129
0.85	0.605	0.1138	0.08393
0.85	0.615	0.1994	0.08956
0.85	0.625	0.2134	0.08177
0.85	0.635	0.1445	0.1097
0.85	0.645	0.1963	0.09181
0.85	0.655	0.2248	0.09326
0.85	0.665	0.08804	0.1184
0.85	0.675	0.1616	0.09783
0.85	0.685	0.3434	0.1467
0.85	0.695	0.2835	0.1189
0.85	0.705	0.1618	0.1532
0.85	0.715	0.3395	0.1723
0.85	0.725	0.1428	0.1278
0.85	0.735	0.3317	0.1778
0.85	0.745	0.1256	0.187
0.85	0.755	0.2515	0.1642
0.85	0.765	-0.03971	-0.1989
0.85	0.775	0.2173	0.1495
0.85	0.785	0.04524	0.1911
0.85	0.795	-0.1529	-0.1372
0.85	0.805	-0.01803	-0.1098
0.85	0.815	-0.02064	-0.1442
0.85	0.825	-0.01013	-0.1102
0.85	0.835	-0.1946	-0.1008
0.85	0.845	-0.1306	-0.1236
0.85	0.855	-0.04984	-0.1336
0.85	0.865	-0.05687	-0.1053
0.85	0.875	-0.04894	-0.1055
0.85	0.885	0.001581	0.1383
0.85	0.895	-0.1405	-0.1128
0.85	0.905	-0.1272	-0.1355
0.85	0.915	-0.1702	-0.09148
0.85	0.925	-0.0934	-0.1003
0.85	0.935	-0.1665	-0.1017
0.85	0.945	-0.0159	-0.1277
0.85	0.955	-0.2078	-0.09046
0.85	0.965	-0.1919	-0.1004
0.85	0.975	-0.03162	-0.1086
0.85	0.985	-0.1226	-0.07577
0.85	0.995	-0.1757	-0.07867
0.85	1.005	-0.04135	-0.07608
0.85	1.015	0.0784	0.09198
0.85	1.025	-0.2165	-0.1094
0.85	1.035	-0.09512	-0.06997
0.85	1.045	0.09543	0.09054
0.85	1.055	0.03451	0.07626
0.85	1.065	0.01343	0.0737
0.85	1.075	-0.03171	-0.1191
0.85	1.085	-0.03023	-0.08605
0.85	1.095	0.1269	0.09845
0.85	1.105	0.04329	0.07891
0.85	1.115	0.1625	0.1129
0.85	1.125	0.1649	0.1246
0.85	1.135	0.05814	0.09618
0.85	1.145	0.2117	0.1142
0.85	1.155	0.1865	0.1109
0.85	1.165	0.09571	0.1053
0.85	1.175	0.2372	0.1244
0.85	1.185	0.07965	0.1486
0.85	1.195	0.2244	0.1005
0.85	1.205	0.1797	0.1453
0.85	1.215	0.1824	0.1022
0.85	1.225	0.1653	0.1354
0.85	1.235	0.3193	0.1578
0.85	1.245	0.2766	0.1305
0.85	1.255	0.234	0.1902
0.85	1.265	0.1435	0.1534
0.85	1.275	0.3756	0.2206
0.85	1.285	0.2436	0.1803
0.85	1.295	0.3552	0.1976
0.85	1.305	0.5286	0.2515
0.85	1.315	0.1471	0.1247
0.85	1.325	0.1473	0.1096
0.85	1.335	0.1427	0.1543
0.85	1.345	0.1807	0.1558
0.85	1.355	0.105	0.1378
0.85	1.365	0.1509	0.1307
0.85	1.375	-0.002857	-0.09135
0.85	1.385	0.1321	0.1008
0.85	1.395	0.1081	0.1112
0.95	0.405	0.06212	0.02255
0.95	0.415	0.0768	0.02148
0.95	0.425	0.04511	0.02123
0.95	0.435	0.03725	0.02068
0.95	0.445	0.03877	0.02373
0.95	0.455	0.02947	0.02457
0.95	0.465	0.095	0.03359
0.95	0.475	0.091	0.03304
0.95	0.485	0.1012	0.03873
0.95	0.495	0.1634	0.05025
0.95	0.505	0.1261	0.04413
0.95	0.515	0.1084	0.04512
0.95	0.525	0.06457	0.05006
0.95	0.535	0.1237	0.05177
0.95	0.545	0.0006533	0.05395
0.95	0.555	0.05875	0.04557
0.95	0.565	0.01952	0.05626
0.95	0.575	0.04125	0.06391
0.95	0.585	0.1055	0.06665
0.95	0.595	0.02838	0.0758
0.95	0.605	0.1717	0.1443
0.95	0.615	0.2489	0.06924
0.95	0.625	0.1681	0.06968
0.95	0.635	0.125	0.09113
0.95	0.645	0.1154	0.1274
0.95	0.655	0.1361	0.07315
0.95	0.665	0.1379	0.07472
0.95	0.675	0.1557	0.1077
0.95	0.685	0.2474	0.1024
0.95	0.695	0.4112	0.1147
0.95	0.705	0.34	0.1002
0.95	0.715	0.2469	0.1242
0.95	0.725	0.2765	0.157
0.95	0.735	0.2101	0.1447
0.95	0.745	0.07043	0.126
0.95	0.755	0.491	0.144
0.95	0.765	0.1535	0.1337
0.95	0.775	0.2158	0.177
0.95	0.785	0.2234	0.188
0.95	0.795	0.1179	0.1583
0.95	0.805	0.2916	0.122
0.95	0.815	0.01422	0.1275
0.95	0.825	0.02088	0.1066
0.95	0.835	0.04702	0.1646
0.95	0.845	0.0111	0.1201
0.95	0.855	0.03123	0.0869
0.95	0.865	-0.003003	-0.08066
0.95	0.875	-0.01491	-0.08091
0.95	0.885	0.03313	0.08417
0.95	0.895	0.001988	0.1077
0.95	0.905	-0.09371	-0.07098
0.95	0.915	-0.03462	-0.08478
0.95	0.925	-0.02985	-0.06947
0.95	0.935	-0.04766	-0.095
0.95	0.945	0.1045	0.07782
0.95	0.955	-0.02669	-0.09751
0.95	0.965	-0.05417	-0.1169
0.95	0.975	-0.02174	-0.08109
0.95	0.985	-0.04854	-0.06416
0.95	0.995	-0.08796	-0.07625
0.95	1.005	-0.05477	-0.08658
0.95	1.015	0.07526	0.07436
0.95	1.025	0.02807	0.0672
0.95	1.035	-0.02783	-0.0822
0.95	1.045	-0.0347	-0.06669
0.95	1.055	0.06799	0.0917
0.95	1.065	0.08154	0.07127
0.95	1.075	0.06787	0.07513
0.95	1.085	0.1214	0.08031
0.95	1.095	-0.006148	-0.06723
0.95	1.105	-0.0182	-0.08899
0.95	1.115	-0.01182	-0.07799
0.95	1.125	0.07062	0.1096
0.95	1.135	0.08834	0.07537
0.95	1.145	0.07274	0.08526
0.95	1.155	0.1627	0.09141
0.95	1.165	0.06199	0.09183
0.95	1.175	-0.009489	-0.09853
0.95	1.185	0.2606	0.1593
0.95	1.195	0.2305	0.107
0.95	1.205	0.1152	0.1261
0.95	1.215	0.1571	0.1358
0.95	1.225	0.1825	0.198
0.95	1.235	0.1861	0.1454
0.95	1.245	0.2129	0.171
0.95	1.255	0.3014	0.1547
0.95	1.265	0.274	0.1577
0.95	1.275	0.1509	0.12
0.95	1.285	0.2649	0.2372
0.95	1.295	0.2445	0.165
0.95	1.305	0.2065	0.1889
0.95	1.315	0.105	0.1404
0.95	1.325	0.1798	0.1916
0.95	1.335	0.2135	0.1074
0.95	1.345	0.06893	0.1467
0.95	1.355	0.09346	0.1126
0.95	1.365	0.1007	0.1348
0.95	1.375	0.1163	0.1411
0.95	1.385	0.3092	0.149
0.95	1.395	0.06912	0.16
