Vce (V),Ic (A),Vbe (V),Ib (A),Vrc (V),Vrb (V),delta Ic (A),delta Vbe (V),delta Ib (A)
0,0.0087148590907874,0.7165755935292604,3.453087446882686e-05,5,1.0575,0.00018566547125149942,0.0006764837941558577,6.51318781687636e-07
0,0.0089005245620389,0.7172520773234162,3.51821932505145e-05,5,1.065,0.0001485323770011003,0.00033824189707798435,6.863176527722634e-07
0,0.00904905693904,0.7175903192204942,3.586851090328676e-05,5,1.0725,0.00018566547125149942,0.0006764837941557467,7.887124052794418e-07
0,0.0092347224102915,0.71826680301465,3.66572233085662e-05,5,1.08,0.00018566547125150115,0.0006764837941558577,6.169703757896863e-07
0,0.009420387881543,0.7189432868088058,3.727419368435589e-05,5,1.0875,0.0001485323770011992,0.00033824189707787333,7.550144645681629e-07
0,0.0095689202585442,0.7192815287058837,3.802920814892405e-05,5,1.095,0.00022279856550170077,0.0006764837941558577,7.200155934835355e-07
0,0.0097917188240459,0.7199580125000395,3.874922374240759e-05,5,1.1025,0.00018566547125149942,0.0006764837941558577,7.543639993814853e-07
0,0.0099773842952974,0.7206344962941954,3.950358774178907e-05,5,1.11,0.0001485323770011992,0.00033824189707787333,6.176208409763639e-07
0,0.0101259166722986,0.7209727381912733,4.012120858276544e-05,5,1.1175,0.0001485323770011003,0.0006764837941558577,7.200155934835423e-07
0,0.0102744490492997,0.7216492219854291,4.084122417624898e-05,5,1.125,0.00018566547125150115,0.0006764837941558577,7.200155934835288e-07
0,0.0104601145205512,0.722325705779585,4.156123976973251e-05,5,1.1325,0.0001485323770011992,0.00033824189707787333,6.51969246874334e-07
0,0.0106086468975524,0.7226639476766629,4.221320901660684e-05,5,1.14,0.00022279856550170077,0.0006764837941558577,8.917576229732573e-07
0,0.0108314454630541,0.7233404314708187,4.31049666395801e-05,5,1.1475,0.0001485323770011992,0.00033824189707787333,6.176208409763774e-07
0,0.0109799778400553,0.7236786733678966,4.372258748055648e-05,5,1.155,0.00018566547125149942,0.00033824189707798435,7.2066605867022e-07
0,0.0111656433113068,0.7240169152649746,4.44432535392267e-05,5,1.1625,0.00014853237700120092,0.00033824189707787333,6.863176527722837e-07
0,0.011314175688308,0.7243551571620525,4.512957119199898e-05,5,1.17,0.00018566547125140054,0.0006764837941558577,7.20015593483522e-07
0,0.0114998411595594,0.7250316409562083,4.58495867854825e-05,5,1.1775,0.0001485323770011992,0.00033824189707787333,6.863176527722905e-07
0,0.0116483735365606,0.7253698828532862,4.653590443825479e-05,5,1.185,0.00018566547125149942,0.00033824189707798435,7.2066605867022e-07
0,0.0118340390078121,0.7257081247503642,4.725657049692501e-05,5,1.1925,0.00022279856550170077,0.0006764837941558577,7.54363999381465e-07
0,0.0120568375733138,0.72638460854452,4.801093449630648e-05,5,1.2,0.00018566547125149942,0.00033824189707787333,7.2066605867022e-07
0,0.0122425030445653,0.7267228504415979,4.87316005549767e-05,5,1.2075,0.00014853237700120092,0.0006764837941558577,7.543639993814853e-07
0,0.0123910354215665,0.7273993342357538,4.948596455435818e-05,5,1.215,0.0001856654712513988,0.00033824189707787333,6.519692468743272e-07
0,0.0125767008928179,0.7277375761328316,5.013793380123251e-05,5,1.2225,0.00014853237700120092,0.0006764837941558577,7.200155934835423e-07
0,0.0127252332698191,0.7284140599269875,5.085794939471605e-05,5,1.23,0.0001485323770011992,0.00033824189707787333,6.863176527722702e-07
0,0.0128737656468203,0.7287523018240654,5.154426704748832e-05,5,1.2375,0.00018566547125150115,0.00033824189707798435,6.519692468743137e-07
0,0.0130594311180718,0.7290905437211433,5.219623629436264e-05,5,1.245,0.0001856654712513988,0.00033824189707787333,8.23711276364076e-07
0,0.0132450965893232,0.7294287856182212,5.301994757072671e-05,5,1.2525,0.00014853237700120092,0.00033824189707787333,7.2066605867022e-07
0,0.0133936289663244,0.7297670275152991,5.374061362939693e-05,5,1.26,0.00018566547125149942,0.0006764837941558577,7.200155934835355e-07
0,0.0135792944375759,0.730443511309455,5.446062922288047e-05,5,1.2675,0.00018566547125140054,0.00033824189707798435,7.206660586701996e-07
0,0.0137649599088273,0.7307817532065329,5.518129528155067e-05,5,1.275,0.0001485323770011992,0.0006764837941557467,7.543639993814989e-07
0,0.0139134922858285,0.7314582370006887,5.593565928093217e-05,5,1.2825,0.00014853237700120092,0.00033824189707798435,6.519692468743204e-07
0,0.0140620246628297,0.7317964788977667,5.658762852780649e-05,5,1.29,0.0001485323770011992,0.00033824189707787333,6.863176527722702e-07
0,0.0142105570398309,0.7321347207948445,5.727394618057876e-05,5,1.2975,0.00022279856550170077,0.00033824189707787333,8.23711276364076e-07
0,0.0144333556053326,0.7324729626919224,5.809765745694283e-05,5,1.305,0.00018566547125149942,0.00033824189707798435,6.863176527722634e-07
0,0.0146190210765841,0.7328112045890004,5.87839751097151e-05,5,1.3125,0.00018566547125150115,0.00033824189707787333,6.863176527722702e-07
0,0.0148046865478356,0.7331494464860783,5.947029276248737e-05,5,1.32,0.00014853237700109857,0.00033824189707798435,7.2066605867022e-07
0,0.0149532189248367,0.7334876883831563,6.019095882115759e-05,5,1.3275,0.00018566547125150115,0.0006764837941557467,7.543639993815056e-07
0,0.0151388843960882,0.734164172177312,6.094532282053909e-05,5,1.335,0.0001485323770011992,0.00033824189707798435,6.863176527722634e-07
0,0.0152874167730894,0.73450241407439,6.163164047331136e-05,5,1.3425,0.00011139928275090069,0.00033824189707787333,7.2066605867022e-07
0,0.0153988160558403,0.7348406559714679,6.235230653198158e-05,5,1.35,0.00022279856550169903,0.00033824189707798435,7.893628704661195e-07
0,0.015621614621342,0.7351788978685458,6.31416694024477e-05,5,1.3575,0.0001485323770011992,0.00033824189707787333,7.206660586702064e-07
0,0.0157701469983432,0.7355171397656237,6.38623354611179e-05,5,1.365,0.00018566547125150115,0.00033824189707787333,6.86317652772277e-07
0,0.0159558124695947,0.7358553816627016,6.454865311389018e-05,5,1.3725,0.0001485323770011003,0.00033824189707798435,7.206660586702335e-07
0,0.0161043448465958,0.7361936235597796,6.526931917256041e-05,5,1.38,0.00014853237700120092,0.00033824189707787333,6.519692468743204e-07
0,0.016252877223597,0.7365318654568574,6.592128841943473e-05,5,1.3875,0.00014853237700119745,0.0006764837941558577,7.200155934835288e-07
0,0.0164014096005982,0.7372083492510133,6.664130401291826e-05,5,1.395,0.00014853237700120092,0.00033824189707787333,7.550144645681765e-07
0,0.0165499419775994,0.7375465911480912,6.739631847748644e-05,5,1.4025,0.00022279856550170077,0.00033824189707798435,8.237112763640625e-07
0,0.0167727405431011,0.7378848330451692,6.82200297538505e-05,5,1.41,0.00018566547125150115,0.00033824189707787333,6.86317652772277e-07
0,0.0169584060143526,0.738223074942247,6.890634740662278e-05,5,1.4175,0.00014853237700119745,0.00033824189707787333,7.2066605867022e-07
0,0.0171069383913538,0.7385613168393249,6.9627013465293e-05,5,1.425,0.0001485323770011003,0.00033824189707798435,7.206660586702064e-07
0,0.0172554707683549,0.7388995587364029,7.03476795239632e-05,5,1.4325,0.00014853237700120092,0.00033824189707787333,6.863176527722905e-07
0,0.0174040031453561,0.7392378006334808,7.10339971767355e-05,5,1.44,0.00014853237700120092,0.00033824189707798435,7.2066605867022e-07
0,0.0175525355223573,0.7395760425305588,7.175466323540571e-05,5,1.4475,0.00018566547125149768,0.0,6.869681179589546e-07
0,0.0177382009936088,0.7395760425305588,7.244163135336467e-05,5,1.455,0.0001485323770011003,0.0006764837941557467,8.574092170753278e-07
0,0.0178867333706099,0.7402525263247145,7.329904057044e-05,5,1.4625,0.00018566547125150115,0.00033824189707798435,7.2066605867022e-07
0,0.0180723988418614,0.7405907682217925,7.401970662911022e-05,5,1.47,0.00014853237700120092,0.00033824189707787333,7.2066605867022e-07
0,0.0182209312188626,0.7409290101188704,7.474037268778044e-05,5,1.4775,0.00011139928275090069,0.00033824189707787333,7.2066605867022e-07
0,0.0183323305016135,0.7412672520159482,7.546103874645066e-05,5,1.485,0.00018566547125139707,0.00033824189707798435,6.86317652772277e-07
0,0.0185179959728649,0.7416054939130262,7.614735639922293e-05,5,1.4925,0.00014853237700120092,0.00033824189707787333,7.2066605867022e-07
